Time	TSorb	T1Kpot	TSample	366x_Ch1	366x_Ch2	366y_Ch1	366y_Ch2	363x_Ch1	363x_Ch2	363y_Ch1	363y_Ch2	366freq	363freq
80.31559371948242	32.0	4.2689	4.3689	3.51017e-06	4.18753	1.32062e-06	1.18751	6.42615e-06	2.69533	-4.19097e-07	155.376	14.499	13.309
81.08563780784607	32.0	4.2691	4.3693	3.51389e-06	4.37503	1.30665e-06	1.48438	6.4187e-06	2.73439	-4.17234e-07	155.29	14.499	13.309
81.85868191719055	32.0	4.2689	4.369	3.51389e-06	4.28909	1.31038e-06	0.898441	6.42615e-06	2.81252	-4.26548e-07	154.79	14.499	13.309
82.61772537231445	32.0	4.2692	4.369	3.50924e-06	4.27347	1.32062e-06	0.867191	6.45968e-06	2.77345	-4.26548e-07	154.423	14.499	13.309
83.37976908683777	32.0	4.2695	4.3695	3.50831e-06	4.39066	1.32621e-06	0.796879	6.45596e-06	2.89064	-4.15372e-07	154.259	14.499	13.309
84.12481141090393	32.0	4.2695	4.3692	3.51203e-06	4.34378	1.32062e-06	0.601566	6.45596e-06	3.07033	-4.13509e-07	154.267	14.499	13.309
84.88485503196716	32.0	4.2698	4.369	3.51855e-06	4.23441	1.3169e-06	0.781254	6.45968e-06	3.12502	-4.17234e-07	154.345	14.499	13.309
85.63389778137207	32.0	4.2695	4.3687	3.51576e-06	4.25784	1.32249e-06	1.1797	6.44106e-06	3.13283	-4.11646e-07	154.743	14.499	13.309
86.3939414024353	32.0	4.2697	4.3688	3.5111e-06	4.31253	1.31783e-06	1.32813	6.42243e-06	3.02345	-4.06058e-07	155.251	14.499	13.309
87.14398431777954	32.0	4.27	4.3686	3.51576e-06	4.32034	1.32342e-06	1.14845	6.45223e-06	2.98439	-4.13509e-07	156.181	14.499	13.309
87.91602826118469	32.0	4.2701	4.3688	3.51576e-06	4.25784	1.3141e-06	0.984379	6.46341e-06	2.68752	-4.15372e-07	156.353	14.499	13.309
88.67907190322876	32.0	4.2696	4.369	3.51855e-06	4.15628	1.30945e-06	1.21876	6.45968e-06	2.97658	-4.32135e-07	156.235	14.499	13.309
89.43511509895325	32.0	4.269	4.3692	3.51855e-06	4.18753	1.30852e-06	0.875004	6.40753e-06	2.94533	-4.26548e-07	155.72	14.499	13.309
90.19415879249573	32.0	4.2691	4.3693	3.51576e-06	4.22659	1.31038e-06	0.515629	6.42243e-06	2.90627	-4.2096e-07	155.462	14.499	13.309
90.9542019367218	32.0	4.2694	4.3691	3.51483e-06	4.28128	1.31503e-06	0.640629	6.42615e-06	2.9922	-4.26548e-07	155.72	14.499	13.309
91.71324563026428	32.0	4.2693	4.369	3.51296e-06	4.28909	1.32155e-06	0.429689	6.43361e-06	2.9297	-4.24685e-07	154.892	14.499	13.309
92.45828819274902	32.0	4.2697	4.3689	3.51576e-06	4.25784	1.33273e-06	0.687504	6.45596e-06	2.83595	-4.2096e-07	155.462	14.499	13.309
93.2163314819336	32.0	4.2699	4.3685	3.51948e-06	4.16409	1.34018e-06	1.16407	6.47086e-06	3.06252	-4.15372e-07	155.017	14.499	13.309
93.96837449073792	32.0	4.2699	4.3688	3.52135e-06	4.21878	1.3318e-06	1.31251	6.44478e-06	3.10158	-4.11646e-07	155.126	14.499	13.309
94.74441885948181	32.0	4.2698	4.3688	3.51855e-06	4.24222	1.31783e-06	1.03907	6.45968e-06	3.03908	-4.13509e-07	154.837	14.499	13.309
95.4954617023468	32.0	4.2698	4.3693	3.51948e-06	4.25784	1.31597e-06	1.21095	6.45968e-06	3.00783	-4.19097e-07	154.251	14.499	13.309
96.25450539588928	32.0	4.2696	4.3693	3.51762e-06	4.18753	1.31131e-06	1.33595	6.48203e-06	2.93752	-4.2096e-07	154.899	14.499	13.309
97.0235493183136	32.0	4.27	4.3702	3.51669e-06	4.22659	1.31224e-06	0.781254	6.45968e-06	3.15627	-4.24685e-07	154.892	14.499	13.309
97.77559232711792	32.0	4.2699	4.3697	3.51855e-06	4.29691	1.32062e-06	0.773441	6.45968e-06	3.1797	-4.19097e-07	154.813	14.499	13.309
99.3176805973053	32.0	4.2696	4.3691	3.51576e-06	4.28128	1.33087e-06	1.03126	6.45968e-06	3.07033	-4.13509e-07	155.024	14.499	13.309
100.06872367858887	32.0	4.2698	4.3687	3.51389e-06	4.23441	1.32807e-06	0.859379	6.47086e-06	3.20314	-4.13509e-07	154.923	14.499	13.309
100.83376693725586	32.0	4.2693	4.3686	3.50924e-06	4.34378	1.32528e-06	0.539066	6.44106e-06	3.01564	-4.17234e-07	155.86	14.499	13.309
101.5898106098175	32.0	4.2699	4.3691	3.5111e-06	4.29691	1.31969e-06	0.867191	6.39263e-06	2.83595	-4.17234e-07	154.54	14.499	13.309
102.34885382652283	32.0	4.2695	4.3692	3.51203e-06	4.27347	1.32249e-06	1.26563	6.42615e-06	2.78908	-4.15372e-07	154.634	14.499	13.309
103.1018967628479	32.0	4.2697	4.3697	3.51483e-06	4.37503	1.31969e-06	1.23438	6.44851e-06	2.68752	-4.15372e-07	154.446	14.499	13.309
103.85994029045105	32.0	4.2702	4.3695	3.50738e-06	4.33597	1.31597e-06	1.27345	6.45223e-06	2.7422	-4.22822e-07	155.173	14.499	13.309
104.60998320579529	32.0	4.2702	4.3693	3.50644e-06	4.39066	1.31783e-06	1.10157	6.47086e-06	2.88283	-4.17234e-07	155.29	14.499	13.309
105.36502647399902	32.001	4.2704	4.3692	3.51576e-06	4.33597	1.32155e-06	0.742191	6.45223e-06	2.8672	-4.19097e-07	155.188	14.499	13.309
106.1180694103241	32.0	4.2699	4.3689	3.51576e-06	4.28128	1.31783e-06	0.609379	6.43733e-06	2.96095	-4.26548e-07	156.095	14.499	13.309
106.89011359214783	32.0	4.2693	4.3692	3.51483e-06	4.19534	1.32249e-06	0.828129	6.43361e-06	2.9922	-4.15372e-07	155.587	14.499	13.309
107.64815711975098	32.0	4.2693	4.3696	3.51296e-06	4.15628	1.31876e-06	1.12501	6.44106e-06	2.98439	-4.15372e-07	155.774	14.499	13.309
108.4021999835968	32.0	4.2697	4.3695	3.51855e-06	4.18753	1.32714e-06	0.796879	6.47086e-06	3.29689	-4.2841e-07	155.798	14.499	13.309
109.15724325180054	32.0	4.27	4.3691	3.52135e-06	4.15628	1.32342e-06	0.890629	6.43361e-06	3.14064	-4.24685e-07	156.196	14.499	13.309
109.91428637504578	32.0	4.2699	4.3692	3.51389e-06	4.21097	1.32994e-06	1.34376	6.39635e-06	3.18752	-4.22822e-07	156.493	14.499	13.309
110.68133068084717	32.0	4.2696	4.3686	3.51576e-06	4.26566	1.32155e-06	1.4922	6.37773e-06	2.9297	-4.26548e-07	156.282	14.499	13.309
111.4303731918335	32.0	4.2697	4.3689	3.51576e-06	4.25784	1.30665e-06	1.48438	6.43361e-06	2.8672	-4.13509e-07	154.923	14.499	13.309
112.19341683387756	32.0	4.2697	4.3686	3.51017e-06	4.27347	1.31131e-06	1.18751	6.45223e-06	2.50783	-4.13509e-07	154.454	14.499	13.309
112.94445991516113	32.0	4.2693	4.3686	3.51017e-06	4.25784	1.32155e-06	1.21095	6.42615e-06	2.28127	-4.13509e-07	154.837	14.499	13.309
113.71650385856628	32.0	4.2701	4.3688	3.51296e-06	4.19534	1.32062e-06	1.23438	6.44851e-06	2.50783	-4.2096e-07	155.087	14.499	13.309
114.48054766654968	32.0	4.2695	4.3688	3.51576e-06	4.18753	1.31597e-06	1.00782	6.44106e-06	2.57814	-4.19097e-07	155.188	14.499	13.309
115.24659156799316	32.0	4.27	4.3691	3.51855e-06	4.32816	1.3141e-06	0.867191	6.44106e-06	2.81252	-4.13509e-07	153.704	14.499	13.309
116.00263500213623	32.0	4.2703	4.3696	3.52135e-06	4.38284	1.31131e-06	0.437502	6.44106e-06	3.04689	-4.13509e-07	154.079	14.499	13.309
116.7556779384613	32.0	4.2696	4.3692	3.52135e-06	4.36722	1.31597e-06	0.460939	6.44106e-06	2.84377	-4.13509e-07	155.22	14.499	13.309
117.51572132110596	32.0	4.2698	4.3696	3.52321e-06	4.28128	1.32062e-06	0.601566	6.45968e-06	2.7422	-4.19097e-07	155.001	14.499	13.309
118.26376414299011	32.0	4.2694	4.3691	3.52507e-06	4.12503	1.32062e-06	1.35938	6.45968e-06	2.56252	-4.15372e-07	155.196	14.499	13.309
119.02180743217468	32.0	4.2697	4.3695	3.52507e-06	4.18753	1.31597e-06	1.53126	6.47086e-06	2.64845	-4.04196e-07	154.579	14.499	13.309
119.77285051345825	32.0	4.2695	4.3688	3.52228e-06	4.16409	1.31317e-06	1.15626	6.43733e-06	3.10939	-4.11646e-07	155.126	14.499	13.309
120.52589344978333	32.0	4.2691	4.3685	3.52041e-06	4.18753	1.31317e-06	0.515629	6.42243e-06	3.1172	-4.17234e-07	154.915	14.499	13.309
121.27493643760681	32.0	4.2698	4.3689	3.51948e-06	4.35941	1.30852e-06	0.257814	6.42615e-06	3.07814	-4.19097e-07	154.438	14.499	13.309
122.0329794883728	32.0	4.2693	4.3693	3.51576e-06	4.28909	1.31783e-06	0.578129	6.41498e-06	3.00002	-4.17234e-07	154.345	14.499	13.309
122.78202247619629	32.0	4.2692	4.3689	3.51762e-06	4.26566	1.32155e-06	0.804691	6.3889e-06	3.25002	-4.15372e-07	155.017	14.499	13.309
123.53906607627869	32.0	4.2692	4.3689	3.51483e-06	4.46878	1.32249e-06	1.09376	6.42615e-06	3.32033	-4.17234e-07	155.86	14.499	13.309
124.28710865974426	32.0	4.2694	4.3693	3.51576e-06	4.34378	1.31597e-06	1.29688	6.47086e-06	3.50002	-4.07921e-07	156.118	14.499	13.309
125.04715204238892	32.0	4.2695	4.3696	3.51762e-06	4.20316	1.32621e-06	1.32032	6.48948e-06	3.02345	-4.13509e-07	156.649	14.499	13.309
125.79919528961182	32.0	4.27	4.3693	3.52135e-06	4.18753	1.32994e-06	0.945316	6.48948e-06	2.96877	-4.17234e-07	155.29	14.499	13.309
126.57123923301697	32.0	4.2699	4.3698	3.52414e-06	4.23441	1.32528e-06	1.03126	6.45223e-06	2.71095	-4.19097e-07	154.438	14.499	13.309
127.33228278160095	32.0	4.27	4.3688	3.51855e-06	4.16409	1.32249e-06	0.953129	6.42988e-06	2.66408	-4.19097e-07	154.438	14.499	13.309
128.09132623672485	32.0	4.2707	4.3692	3.52135e-06	4.05472	1.31503e-06	1.33595	6.43361e-06	2.3047	-4.19097e-07	154.626	14.499	13.309
128.856369972229	32.0	4.2702	4.3696	3.51855e-06	4.03909	1.31317e-06	1.18751	6.45223e-06	2.8047	-4.13509e-07	154.923	14.499	13.309
129.6154134273529	32.0	4.2704	4.3689	3.51389e-06	4.10941	1.32249e-06	0.539066	6.46341e-06	2.94533	-4.13509e-07	154.36	14.499	13.309
130.3884575366974	32.0	4.2696	4.3692	3.5111e-06	4.25784	1.32249e-06	1.1797	6.44106e-06	3.04689	-4.15372e-07	154.446	14.499	13.309
131.1605019569397	32.0	4.2699	4.3691	3.5111e-06	4.31253	1.32342e-06	1.1797	6.44106e-06	2.89845	-4.19097e-07	155.001	14.499	13.309
131.91354489326477	32.0	4.2698	4.3688	3.51389e-06	4.18753	1.33832e-06	0.796879	6.43733e-06	2.96095	-4.15372e-07	155.587	14.499	13.309
132.67658853530884	32.0	4.2698	4.3688	3.52041e-06	4.18753	1.33646e-06	1.16407	6.45223e-06	3.01564	-4.19097e-07	154.813	14.499	13.309
133.4276316165924	32.0	4.2696	4.369	3.52507e-06	4.26566	1.32994e-06	1.31251	6.43733e-06	3.16408	-4.2096e-07	154.899	14.499	13.309
134.1986756324768	32.0	4.2694	4.3693	3.52321e-06	4.25003	1.31783e-06	0.953129	6.43361e-06	3.14064	-4.2841e-07	155.985	14.499	13.309
134.95871901512146	32.0	4.2696	4.3694	3.51203e-06	4.27347	1.32062e-06	0.953129	6.44851e-06	2.92189	-4.26548e-07	155.532	14.499	13.309
135.71176195144653	32.0	4.2695	4.3695	3.50924e-06	4.40628	1.32621e-06	1.14845	6.42243e-06	3.14845	-4.33998e-07	155.04	14.499	13.309
136.48580646514893	32.0	4.2694	4.3696	3.5111e-06	4.31253	1.32062e-06	1.09376	6.43733e-06	2.89845	-4.30273e-07	155.415	14.499	13.309
137.24084949493408	32.0	4.27	4.3697	3.5111e-06	4.23441	1.30106e-06	1.08595	6.45968e-06	2.68752	-4.2841e-07	155.329	14.499	13.309
138.0098934173584	32.0	4.2698	4.3698	3.51389e-06	4.28909	1.30386e-06	1.25782	6.45968e-06	2.8047	-4.32135e-07	155.134	14.499	13.309
138.77793765068054	32.0	4.2695	4.3699	3.50924e-06	4.35159	1.31317e-06	1.64845	6.44106e-06	3.01564	-4.2096e-07	154.157	14.499	13.309
139.5279803276062	32.0	4.27	4.3689	3.5111e-06	4.21878	1.32994e-06	1.4922	6.44106e-06	3.04689	-4.13509e-07	154.649	14.499	13.309
140.29602432250977	32.0	4.2704	4.3692	3.51017e-06	4.28909	1.33552e-06	1.14063	6.42615e-06	2.90627	-4.13509e-07	154.267	14.499	13.309
141.05406761169434	32.0	4.2699	4.3688	3.51576e-06	4.28128	1.34204e-06	1.25001	6.45968e-06	3.03908	-4.2096e-07	156.22	14.499	13.309
141.81311106681824	32.0	4.2697	4.369	3.51762e-06	4.26566	1.33459e-06	1.00001	6.47086e-06	2.88283	-4.19097e-07	156.517	14.499	13.309
142.5661542415619	32.0	4.2695	4.369	3.51576e-06	4.21097	1.32994e-06	1.20313	6.42615e-06	2.57814	-4.15372e-07	154.634	14.499	13.309
143.34519863128662	32.0	4.2697	4.3692	3.51576e-06	4.25784	1.31969e-06	1.6172	6.42243e-06	2.78908	-4.15372e-07	155.196	14.499	13.309
144.11124229431152	32.0	4.2698	4.369	3.51576e-06	4.25003	1.32249e-06	1.41407	6.43733e-06	2.89845	-4.15372e-07	156.157	14.499	13.309
144.87628626823425	32.0	4.2699	4.3693	3.51855e-06	4.29691	1.31969e-06	1.03907	6.45223e-06	2.92189	-4.2841e-07	156.548	14.499	13.309
145.64933061599731	32.0	4.2697	4.369	3.51576e-06	4.22659	1.31317e-06	1.03907	6.44106e-06	2.89845	-4.24685e-07	156.954	14.499	13.309
146.41037392616272	32.0	4.2697	4.3694	3.52041e-06	4.23441	1.3169e-06	1.10157	6.43361e-06	2.96095	-4.2096e-07	155.649	14.499	13.309
147.17241764068604	32.0	4.2698	4.37	3.51762e-06	4.18753	1.31783e-06	0.976566	6.43361e-06	2.9297	-4.26548e-07	154.97	14.499	13.309
147.93846154212952	32.0	4.2698	4.3691	3.51762e-06	4.18753	1.32435e-06	1.32032	6.43733e-06	2.8672	-4.26548e-07	154.79	14.499	13.309
148.6865041255951	32.0	4.2693	4.3684	3.52321e-06	4.14066	1.3318e-06	1.51563	6.44478e-06	2.8672	-4.17234e-07	155.095	14.499	13.309
149.4485478401184	32.0	4.2696	4.3687	3.52321e-06	4.18753	1.33366e-06	1.34376	6.44851e-06	2.89064	-4.2841e-07	155.063	14.499	13.309
