-19.0328358893939	4.52439E-6	-8.6269E-6	1.02595E-5	1.28802E-5
-19.0324035859848	4.51694E-6	-8.61293E-6	1.02707E-5	1.28877E-5
-19.0319492643939	4.52439E-6	-8.62597E-6	1.0267E-5	1.28933E-5
-19.0314034625	4.52719E-6	-8.62876E-6	1.0267E-5	1.28896E-5
-19.0310727310606	4.51508E-6	-8.62317E-6	1.02595E-5	1.28933E-5
-19.0305674268939	4.51974E-6	-8.6269E-6	1.02595E-5	1.2897E-5
-19.0300429878788	4.5216E-6	-8.61665E-6	1.02521E-5	1.28952E-5
-19.0295002003788	4.52067E-6	-8.61479E-6	1.02632E-5	1.28933E-5
-19.029036180303	4.52253E-6	-8.61759E-6	1.0267E-5	1.28896E-5
-19.028574257197	4.51974E-6	-8.62597E-6	1.0267E-5	1.28877E-5
-19.0280108931818	4.51415E-6	-8.62876E-6	1.02521E-5	1.29026E-5
-19.0273737420455	4.51322E-6	-8.62597E-6	1.02521E-5	1.29138E-5
-19.0269302329545	4.51787E-6	-8.62224E-6	1.02483E-5	1.29175E-5
-19.026362019697	4.51229E-6	-8.62783E-6	1.02558E-5	1.29045E-5
-19.0257972140152	4.51508E-6	-8.61665E-6	1.02632E-5	1.29045E-5
-19.0251667469697	4.51787E-6	-8.61665E-6	1.02409E-5	1.28877E-5
-19.0246824125	4.51042E-6	-8.62597E-6	1.02409E-5	1.28952E-5
-19.0240763227273	4.51136E-6	-8.63621E-6	1.02558E-5	1.28896E-5
-19.0234533916667	4.50763E-6	-8.62969E-6	1.02707E-5	1.2897E-5
-19.0228686647727	4.51508E-6	-8.63342E-6	1.02744E-5	1.29119E-5
-19.0223079219697	4.51881E-6	-8.62411E-6	1.02595E-5	1.29212E-5
-19.0216617931818	4.51229E-6	-8.60548E-6	1.02595E-5	1.29194E-5
-19.0210946284091	4.51322E-6	-8.612E-6	1.02632E-5	1.29138E-5
-19.0203795617424	4.51601E-6	-8.61107E-6	1.0267E-5	1.29026E-5
-19.0198502734849	4.51322E-6	-8.60734E-6	1.0267E-5	1.29007E-5
-19.0192082075758	4.51322E-6	-8.60827E-6	1.02632E-5	1.29007E-5
-19.0185800340909	4.50204E-6	-8.61852E-6	1.02632E-5	1.29175E-5
-19.0179223064394	4.51042E-6	-8.62597E-6	1.0267E-5	1.29138E-5
-19.0173031106061	4.51787E-6	-8.62131E-6	1.02595E-5	1.29063E-5
-19.0166693015152	4.51322E-6	-8.61759E-6	1.02483E-5	1.28914E-5
-19.0160991878788	4.52067E-6	-8.61479E-6	1.02483E-5	1.28914E-5
-19.0154084329545	4.51787E-6	-8.612E-6	1.02521E-5	1.29063E-5
-19.014753719697	4.50484E-6	-8.60734E-6	1.02707E-5	1.29119E-5
-19.0140921912879	4.50577E-6	-8.60734E-6	1.02707E-5	1.28989E-5
-19.0134306628788	4.51136E-6	-8.63621E-6	1.02483E-5	1.2884E-5
-19.0128024893939	4.50577E-6	-8.64087E-6	1.02446E-5	1.28858E-5
-19.0121199912879	4.50763E-6	-8.62131E-6	1.02781E-5	1.28933E-5
-19.0113599708333	4.51508E-6	-8.61945E-6	1.02856E-5	1.28877E-5
-19.0108186905303	4.51136E-6	-8.62783E-6	1.02781E-5	1.28877E-5
-19.0101627977273	4.50297E-6	-8.62224E-6	1.02595E-5	1.28933E-5
