 26.4580	0
 26.4600	0
 26.4620	2
 26.4640	0
 26.4660	2
 26.4680	2
 26.4700	0
 26.4720	0
 26.4740	0
 26.4760	2
 26.4780	1
 26.4800	1
 26.4820	2
 26.4840	2
 26.4860	2
 26.4880	1
 26.4900	1
 26.4920	0
 26.4940	0
 26.4960	1
 26.4980	0
 26.5000	1
 26.5020	4
 26.5040	1
 26.5060	0
 26.5080	3
 26.5100	1
 26.5120	2
 26.5140	1
 26.5160	1
 26.5180	1
 26.5200	0
 26.5220	1
 26.5240	0
 26.5260	0
 26.5280	1
 26.5300	3
 26.5320	2
 26.5340	1
 26.5360	2
 26.5380	1
 26.5400	1
 26.5420	0
 26.5440	1
 26.5460	0
 26.5480	0
 26.5500	1
 26.5520	0
 26.5540	1
 26.5560	2
 26.5580	3
 26.5600	1
 26.5620	1
 26.5640	6
 26.5660	0
 26.5680	1
 26.5700	1
 26.5720	0
 26.5740	4
 26.5760	2
 26.5780	3
 26.5800	3
 26.5820	2
 26.5840	2
 26.5860	0
 26.5880	2
 26.5900	2
 26.5920	3
 26.5940	2
 26.5960	0
 26.5980	0
 26.6000	3
 26.6020	0
 26.6040	0
 26.6060	2
 26.6080	0
 26.6100	1
 26.6120	2
 26.6140	2
 26.6160	3
 26.6180	2
 26.6200	1
 26.6220	4
 26.6240	1
 26.6260	2
 26.6280	3
 26.6300	2
 26.6320	5
 26.6340	3
 26.6360	3
 26.6380	4
 26.6400	3
 26.6420	2
 26.6440	3
 26.6460	4
 26.6480	3
 26.6500	3
 26.6520	1
 26.6540	3
 26.6560	3
 26.6580	3
 26.6600	8
 26.6620	3
 26.6640	7
 26.6660	7
 26.6680	9
 26.6700	5
 26.6720	4
 26.6740	7
 26.6760	7
 26.6780	11
 26.6800	5
 26.6820	7
 26.6840	5
 26.6860	9
 26.6880	8
 26.6900	7
 26.6920	8
 26.6940	7
 26.6960	8
 26.6980	13
 26.7000	6
 26.7020	6
 26.7040	7
 26.7060	6
 26.7080	4
 26.7100	13
 26.7120	9
 26.7140	11
 26.7160	9
 26.7180	12
 26.7200	12
 26.7220	5
 26.7240	10
 26.7260	10
 26.7280	7
 26.7300	13
 26.7320	7
 26.7340	10
 26.7360	8
 26.7380	14
 26.7400	6
 26.7420	8
 26.7440	11
 26.7460	9
 26.7480	6
 26.7500	9
 26.7520	4
 26.7540	14
 26.7560	13
 26.7580	14
 26.7600	12
 26.7620	10
 26.7640	15
 26.7660	13
 26.7680	17
 26.7700	19
 26.7720	17
 26.7740	15
 26.7760	14
 26.7780	17
 26.7800	11
 26.7820	28
 26.7840	24
 26.7860	29
 26.7880	19
 26.7900	22
 26.7920	38
 26.7940	25
 26.7960	42
 26.7980	42
 26.8000	52
 26.8020	50
 26.8040	39
 26.8060	44
 26.8080	49
 26.8100	46
 26.8120	63
 26.8140	58
 26.8160	63
 26.8180	59
 26.8200	56
 26.8220	62
 26.8240	58
 26.8260	70
 26.8280	82
 26.8300	85
 26.8320	83
 26.8340	121
 26.8360	141
 26.8380	137
 26.8400	164
 26.8420	274
 26.8440	328
 26.8460	372
 26.8480	501
 26.8500	603
 26.8520	664
 26.8540	706
 26.8560	774
 26.8580	747
 26.8600	677
 26.8620	576
 26.8640	535
 26.8660	443
 26.8680	376
 26.8700	300
 26.8720	260
 26.8740	175
 26.8760	171
 26.8780	138
 26.8800	146
 26.8820	93
 26.8840	93
 26.8860	77
 26.8880	63
 26.8900	66
 26.8920	65
 26.8940	54
 26.8960	56
 26.8980	48
 26.9000	51
 26.9020	68
 26.9040	62
 26.9060	47
 26.9080	55
 26.9100	52
 26.9120	37
 26.9140	38
 26.9160	39
 26.9180	43
 26.9200	31
 26.9220	41
 26.9240	27
 26.9260	47
 26.9280	45
 26.9300	28
 26.9320	25
 26.9340	39
 26.9360	33
 26.9380	40
 26.9400	55
 26.9420	47
 26.9440	38
 26.9460	30
 26.9480	40
 26.9500	56
 26.9520	37
 26.9540	42
 26.9560	60
 26.9580	44
 26.9600	40
 26.9620	40
 26.9640	34
 26.9660	36
 26.9680	31
 26.9700	33
 26.9720	41
 26.9740	34
 26.9760	26
 26.9780	41
 26.9800	36
 26.9820	42
 26.9840	43
 26.9860	44
 26.9880	38
 26.9900	35
 26.9920	31
 26.9940	34
 26.9960	32
 26.9980	32
 27.0000	26
 27.0020	37
 27.0040	40
 27.0060	28
 27.0080	18
 27.0100	30
 27.0120	40
 27.0140	17
 27.0160	39
 27.0180	22
 27.0200	24
 27.0220	32
 27.0240	28
 27.0260	27
 27.0280	32
 27.0300	19
 27.0320	34
 27.0340	24
 27.0360	34
 27.0380	37
 27.0400	34
 27.0420	26
 27.0440	36
 27.0460	37
 27.0480	27
 27.0500	17
 27.0520	30
 27.0540	27
 27.0560	22
 27.0580	22
 27.0600	23
 27.0620	19
 27.0640	27
 27.0660	18
 27.0680	27
 27.0700	17
 27.0720	21
 27.0740	22
 27.0760	19
 27.0780	9
 27.0800	23
 27.0820	17
 27.0840	21
 27.0860	16
 27.0880	16
 27.0900	12
 27.0920	18
 27.0940	15
 27.0960	21
 27.0980	17
 27.1000	19
 27.1020	20
 27.1040	10
 27.1060	18
 27.1080	19
 27.1100	19
 27.1120	16
 27.1140	11
 27.1160	12
 27.1180	7
 27.1200	13
 27.1220	20
 27.1240	19
 27.1260	13
 27.1280	14
 27.1300	19
 27.1320	15
 27.1340	14
 27.1360	10
 27.1380	15
 27.1400	11
 27.1420	18
 27.1440	13
 27.1460	12
 27.1480	13
 27.1500	13
 27.1520	12
 27.1540	12
 27.1560	16
 27.1580	15
 27.1600	12
 27.1620	17
 27.1640	16
 27.1660	16
 27.1680	21
 27.1700	18
 27.1720	18
 27.1740	15
 27.1760	19
 27.1780	20
 27.1800	21
 27.1820	15
 27.1840	30
 27.1860	16
 27.1880	24
 27.1900	23
 27.1920	29
 27.1940	33
 27.1960	19
 27.1980	28
 27.2000	31
 27.2020	21
 27.2040	15
 27.2060	22
 27.2080	23
 27.2100	18
 27.2120	16
 27.2140	18
 27.2160	26
 27.2180	18
 27.2200	15
 27.2220	14
 27.2240	16
 27.2260	24
 27.2280	13
 27.2300	19
 27.2320	13
 27.2340	15
 27.2360	11
 27.2380	22
 27.2400	25
 27.2420	19
