time,abs_time,angle,is_rotating,Freq_272,V_272_R,V_272_theta,V_272_X,V_272_Y,Vout_272,Harm_272,Freq_363,V_363_R,V_363_theta,V_363_X,V_363_Y,Vout_363,Harm_363,CFMS_1st stage A,CFMS_1st stage B,CFMS_2nd stage A,CFMS_2nd stage B,CFMS_Inner Magnet,CFMS_Outer Magnet,CFMS_Switch,CFMS_He Pot,Tvti,Tsample,sC,H1,H2,SP1,SP2,Magnet_output_field,Magnet_magnet_field,Vti-Pressure,Hanalog
55035.317374,1619077195.798908,185.0024,0,237.1,1.38805e-05,71.082,4.500261084127282e-06,1.313072467248817e-05,1.45,1,313.1,7.98708e-06,75.072,2.0575119261026346e-06,7.717518487204643e-06,1.0,1,39.581,48.942,3.435,3.722,3.439,3.621,5.858,3.484,2.27301,2.9996,-4068.5,0.4,9.0,2.273,3.0,-15.974,-15.974,0.008729401975870132,-15.772806830309499
55035.555298,1619077196.036832,185.0024,0,237.1,1.38824e-05,71.082,4.500877091912292e-06,1.3132522041234088e-05,1.45,1,313.1,7.98522e-06,75.072,2.0570327807600874e-06,7.715721261637077e-06,1.0,1,39.581,48.954,3.435,3.722,3.439,3.621,5.858,3.484,2.27309,2.99982,-4068.6,0.4,9.0,2.273,3.0,-15.974,-15.974,0.009123368188738823,-15.773091426538599
55035.679257,1619077196.160791,185.0024,0,237.1,1.38824e-05,71.082,4.500877091912292e-06,1.3132522041234088e-05,1.45,1,313.1,7.98242e-06,75.096,2.0530804859038766e-06,7.713876429837381e-06,1.0,1,39.581,48.954,3.435,3.722,3.439,3.621,5.858,3.484,2.27307,2.99973,-4068.5,0.4,9.0,2.273,3.0,-15.974,-15.974,0.009123368188738823,-15.772806830309499
55035.792223,1619077196.273757,185.0024,0,237.1,1.38814e-05,71.082,4.5005528772886026e-06,1.3131576057683605e-05,1.45,1,313.1,7.97684e-06,75.144,2.0451867446745894e-06,7.710200228593767e-06,1.0,1,39.581,48.954,3.523,3.74,3.439,3.621,5.858,3.484,2.27306,2.99958,-4068.4,0.4,9.0,2.273,3.0,-15.974,-15.974,0.008729401975870132,-15.772522234080398
55035.908184,1619077196.389718,185.0024,0,237.1,1.38824e-05,71.082,4.500877091912292e-06,1.3132522041234088e-05,1.45,1,313.1,7.96939e-06,75.204,2.0352089539133736e-06,7.70513474807617e-06,1.0,1,39.584,48.954,3.523,3.74,3.439,3.621,5.858,3.484,2.27301,2.99975,-4068.5,0.4,9.0,2.273,3.0,-15.974,-15.974,0.008729401975870132,-15.772806830309499
55036.29706,1619077196.778594,185.0024,0,237.1,1.38935e-05,71.1,4.500346649735991e-06,1.3144436932870501e-05,1.45,1,313.1,7.94284e-06,75.462,1.993827969861923e-06,7.688521138177113e-06,1.0,1,39.589,48.944,3.562,3.684,3.439,3.621,5.858,3.484,2.27303,3.00033,-4068.6,0.4,9.0,2.273,3.0,-15.974,-15.974,0.009517302736639977,-15.773091426538599
55036.518989,1619077197.000523,185.0024,0,237.1,1.38954e-05,71.094,4.5023387386058325e-06,1.3145763083322674e-05,1.45,1,313.1,7.94051e-06,75.498,1.9884132721581857e-06,7.687516615865307e-06,1.0,1,39.589,48.944,3.562,3.684,3.439,3.621,5.858,3.484,2.27299,3.00004,-4068.6,0.4,9.0,2.273,3.0,-15.9723,-15.9723,0.008729401975870132,-15.773091426538599
55036.633952,1619077197.115486,185.0024,0,237.1,1.38982e-05,71.082,4.5059996829665925e-06,1.314746858133173e-05,1.45,1,313.1,7.94051e-06,75.522,1.9851929583792566e-06,7.688348846020284e-06,1.0,1,39.589,48.948,3.562,3.684,3.439,3.621,5.858,3.484,2.27301,3.00019,-4068.5,0.4,9.0,2.273,3.0,-15.9723,-15.9723,0.008729401975870132,-15.772806830309499
55036.773905,1619077197.255439,185.0024,0,237.1,1.38991e-05,71.058,4.51179863601925e-06,1.3146431222123167e-05,1.45,1,313.1,7.94098e-06,75.528,1.984505281705813e-06,7.689011779629534e-06,1.0,1,39.589,48.948,3.585,3.574,3.439,3.621,5.855,3.484,2.27301,3.0003,-4068.5,0.4,9.0,2.273,3.0,-15.9723,-15.9723,0.008729401975870132,-15.772806830309499
55036.887869,1619077197.369403,185.0024,0,237.1,1.39e-05,71.034,4.5175975105857e-06,1.3145391311495824e-05,1.45,1,313.1,7.94284e-06,75.522,1.9857754775868418e-06,7.690604853859985e-06,1.0,1,39.589,48.948,3.585,3.574,3.439,3.621,5.855,3.484,2.27302,2.99992,-4068.5,0.4,9.0,2.273,3.0,-15.9723,-15.9723,0.009123368188738823,-15.772806830309499
55037.000834,1619077197.482368,185.0024,0,237.1,1.39028e-05,70.998,4.526767794504255e-06,1.3145197646845752e-05,1.45,1,313.1,7.95216e-06,75.51,1.9897181173041057e-06,7.699212328496455e-06,1.0,1,39.577,48.954,3.505,3.574,3.439,3.621,5.855,3.484,2.2731,3.0003,-4068.5,0.4,9.0,2.273,3.0,-15.9723,-15.9723,0.009123368188738823,-15.772806830309499
55037.310733,1619077197.792267,185.0024,0,237.1,1.39243e-05,70.938,4.547552637630074e-06,1.3160771082956491e-05,1.45,1,313.1,7.97963e-06,75.504,1.9974004480346967e-06,7.72559941927426e-06,1.0,1,39.582,48.954,3.505,3.535,3.439,3.621,5.855,3.484,2.27304,3.00014,-4068.5,0.4,9.0,2.273,3.0,-15.9723,-15.9723,0.008750276640057564,-15.772806830309499
55037.535662,1619077198.017196,185.0024,0,237.1,1.39261e-05,70.95,4.545383660133048e-06,1.3163424652885566e-05,1.45,1,313.1,7.98661e-06,75.486,2.001576721651549e-06,7.731728779480217e-06,1.0,1,39.582,48.954,3.505,3.535,3.439,3.621,5.855,3.484,2.27298,3.00032,-4068.6,0.4,9.0,2.273,3.0,-15.9723,-15.9723,0.008750276640057564,-15.773091426538599
55037.673617,1619077198.155151,185.0024,0,237.1,1.39233e-05,70.956,4.543091540945854e-06,1.3161253820992368e-05,1.45,1,313.1,7.99174e-06,75.456,2.006913033931635e-06,7.735645306103125e-06,1.0,1,39.582,48.949,3.402,3.535,3.439,3.621,5.855,3.484,2.27321,3.00009,-4068.7,0.4,9.0,2.273,3.0,-15.9723,-15.9723,0.009144212119281292,-15.773376022767696
55037.804576,1619077198.28611,185.0024,0,237.1,1.39159e-05,70.956,4.540676964128361e-06,1.3154258835732026e-05,1.45,1,313.1,7.99686e-06,75.426,2.0122514796770487e-06,7.739548684654521e-06,1.0,1,39.582,48.949,3.402,3.559,3.439,3.621,5.856,3.484,2.27314,3.00016,-4068.7,0.4,9.0,2.273,3.0,-15.9723,-15.9723,0.009144212119281292,-15.773376022767696
55037.920539,1619077198.402073,185.0024,0,237.1,1.39084e-05,70.95,4.539606501360358e-06,1.3146694009248362e-05,1.45,1,313.1,8.00058e-06,75.402,2.016430809972409e-06,7.742305026605062e-06,1.0,1,39.576,48.949,3.402,3.559,3.439,3.621,5.856,3.484,2.27303,3.00048,-4068.5,0.4,9.0,2.273,3.0,-15.9723,-15.9723,0.009144212119281292,-15.772806830309499
55038.277423,1619077198.758957,185.0024,0,237.1,1.38945e-05,70.908,4.544695816081757e-06,1.3130227347204959e-05,1.45,1,313.1,8.01176e-06,75.354,2.0257431004575736e-06,7.751429751249028e-06,1.0,1,39.576,48.946,3.373,3.626,3.439,3.621,5.857,3.484,2.27314,3.00058,-4068.4,0.4,8.9,2.273,3.0,-15.9745,-15.9745,0.008750276640057564,-15.772522234080398
55038.408381,1619077198.889915,185.0024,0,237.1,1.38945e-05,70.908,4.544695816081757e-06,1.3130227347204959e-05,1.45,1,313.1,8.01083e-06,75.348,2.0263195759811453e-06,7.750317817025029e-06,1.0,1,39.576,48.946,3.373,3.626,3.439,3.621,5.857,3.484,2.27317,3.0007,-4068.5,0.4,9.0,2.273,3.0,-15.9745,-15.9745,0.008750276640057564,-15.772806830309499
55038.524345,1619077199.005879,185.0024,0,237.1,1.38954e-05,70.908,4.544990193442185e-06,1.3131077842337024e-05,1.45,1,313.1,8.00804e-06,75.348,2.0256138524023165e-06,7.747618547822024e-06,1.0,1,39.574,48.946,3.373,3.626,3.439,3.621,5.857,3.484,2.27313,3.00049,-4068.5,0.4,9.0,2.273,3.0,-15.9745,-15.9745,0.009144212119281292,-15.772806830309499
55038.654302,1619077199.135836,185.0024,0,237.1,1.38982e-05,70.914,4.544530648852874e-06,1.313419980134446e-05,1.45,1,313.1,8.00384e-06,75.36,2.0229296220354405e-06,7.743978983048157e-06,1.0,1,39.574,48.943,3.411,3.626,3.439,3.621,5.857,3.484,2.2731,3.00081,-4068.6,0.4,9.0,2.273,3.0,-15.9745,-15.9745,0.009144212119281292,-15.773091426538599
55038.778262,1619077199.259796,185.0024,0,237.1,1.38991e-05,70.932,4.540698215176527e-06,1.3136477477950195e-05,1.45,1,313.1,8.00058e-06,75.384,2.0188630272848704e-06,7.741671164126138e-06,1.0,1,39.574,48.943,3.411,3.626,3.439,3.621,5.858,3.484,2.27294,3.00077,-4068.5,0.4,9.0,2.273,3.0,-15.9745,-15.9745,0.007568434812128544,-15.772806830309499
55038.893226,1619077199.37476,185.0024,0,237.1,1.39e-05,70.944,4.53824066111924e-06,1.3138278871365306e-05,1.45,1,313.1,7.99686e-06,75.414,2.0138724028175735e-06,7.739127069945923e-06,1.0,1,39.574,48.943,3.411,3.708,3.439,3.621,5.858,3.484,2.27299,3.0004,-4068.5,0.4,9.0,2.273,3.0,-15.9745,-15.9745,0.008356339298188686,-15.772806830309499
55039.01019,1619077199.491724,185.0024,0,237.1,1.38991e-05,70.956,4.535195222164323e-06,1.3138378328654488e-05,1.45,1,313.1,7.99313e-06,75.468,2.0056416199087234e-06,7.737410993955918e-06,1.0,1,39.581,48.949,3.472,3.708,3.439,3.621,5.858,3.484,2.27291,3.0004,-4068.5,0.4,9.0,2.273,3.0,-15.9745,-15.9745,0.007962401956319809,-15.772806830309499
55039.323087,1619077199.804621,185.0024,0,237.1,1.3901e-05,70.98,4.530310639955871e-06,1.3142073143362983e-05,1.45,1,313.1,7.98382e-06,75.486,2.0008775014500606e-06,7.729027818334655e-06,1.0,1,39.575,48.949,3.472,3.734,3.439,3.621,5.858,3.484,2.27295,3.00036,-4068.5,0.4,9.0,2.273,3.0,-15.9745,-15.9745,0.008750276640057564,-15.772806830309499
55039.560013,1619077200.041547,185.0024,0,237.1,1.39047e-05,70.998,4.527386436706513e-06,1.3146994110545797e-05,1.45,1,313.1,7.97823e-06,75.45,2.004329051073493e-06,7.722358382510024e-06,1.0,1,39.575,48.937,3.472,3.734,3.439,3.621,5.858,3.484,2.27305,3.00018,-4068.5,0.4,9.0,2.273,3.0,-15.9745,-15.9745,0.008750276640057564,-15.772806830309499
55039.677974,1619077200.159508,185.0024,0,237.1,1.39094e-05,71.028,4.522030064823494e-06,1.3153807526827827e-05,1.45,1,313.1,7.97218e-06,75.402,2.0092729995382636e-06,7.714821836291912e-06,1.0,1,39.575,48.937,3.472,3.734,3.439,3.621,5.858,3.484,2.27316,3.00005,-4068.5,0.4,9.0,2.273,3.0,-15.9729,-15.9729,0.008356339298188686,-15.772806830309499
55039.792938,1619077200.274472,185.0024,0,237.1,1.39122e-05,71.058,4.516051038126714e-06,1.3158821826479551e-05,1.45,1,313.1,7.96659e-06,75.348,2.0151291777276054e-06,7.707516501777396e-06,1.0,1,39.575,48.937,3.548,3.734,3.439,3.621,5.858,3.484,2.27306,3.0003,-4068.5,0.4,9.0,2.273,3.0,-15.9729,-15.9729,0.009144212119281292,-15.772806830309499
55039.9079,1619077200.389434,185.0024,0,237.1,1.39122e-05,71.082,4.510538687698251e-06,1.3160712351038502e-05,1.45,1,313.1,7.96193e-06,75.306,2.0195965005018777e-06,7.701529672737783e-06,1.0,1,39.575,48.937,3.548,3.711,3.439,3.621,5.858,3.484,2.27292,3.00029,-4068.6,0.4,9.0,2.273,3.0,-15.9729,-15.9729,0.008750276640057564,-15.773091426538599
55040.022863,1619077200.504397,185.0024,0,237.1,1.39094e-05,71.088,4.50825295282988e-06,1.3158535772391267e-05,1.45,1,313.1,7.95635e-06,75.252,2.0254336326617857e-06,7.69422666173687e-06,1.0,1,39.573,48.938,3.548,3.711,3.439,3.621,5.858,3.484,2.27316,3.00025,-4068.5,0.4,9.0,2.273,3.0,-15.9729,-15.9729,0.008750276640057564,-15.772806830309499
55040.297775,1619077200.779309,185.0024,0,237.1,1.38879e-05,71.04,4.512289517116587e-06,1.3134420798943506e-05,1.45,1,313.1,7.9489e-06,75.204,2.0299762533596694e-06,7.685324171483975e-06,1.0,1,39.573,48.938,3.581,3.634,3.439,3.621,5.856,3.484,2.27291,3.00026,-4068.5,0.4,9.0,2.273,3.0,-15.9729,-15.9729,0.008356339298188686,-15.772806830309499
55040.513707,1619077200.995241,185.0024,0,237.1,1.38824e-05,71.028,4.513252201525995e-06,1.3128274232564642e-05,1.45,1,313.1,7.94657e-06,75.186,2.0317948299041e-06,7.682433503394284e-06,1.0,1,39.576,48.938,3.581,3.634,3.439,3.621,5.856,3.484,2.27294,3.0005,-4068.5,0.4,9.0,2.273,3.0,-15.9729,-15.9729,0.009144212119281292,-15.772806830309499
55040.628669,1619077201.110203,185.0024,0,237.1,1.38768e-05,71.028,4.511431607656884e-06,1.3122978438198945e-05,1.45,1,313.1,7.94424e-06,75.168,2.0336117905976593e-06,7.679542451392673e-06,1.0,1,39.576,48.945,3.581,3.634,3.439,3.621,5.856,3.484,2.27306,3.0007,-4068.5,0.4,9.0,2.273,3.0,-15.9729,-15.9729,0.00953814759850502,-15.772806830309499
55040.758627,1619077201.240161,185.0024,0,237.1,1.38693e-05,71.052,4.5034989474637165e-06,1.3117773428451689e-05,1.45,1,313.1,7.94424e-06,75.144,2.0368284113149645e-06,7.678689940377862e-06,1.0,1,39.576,48.945,3.56,3.634,3.439,3.621,5.855,3.484,2.27294,3.0005,-4068.6,0.4,9.0,2.273,3.0,-15.9729,-15.9729,0.009144212119281292,-15.773091426538599
55040.878589,1619077201.360123,185.0024,0,237.1,1.38656e-05,71.082,4.495430286234303e-06,1.3116629517585964e-05,1.45,1,313.1,7.94797e-06,75.138,2.0385892251334043e-06,7.682081820188457e-06,1.0,1,39.576,48.945,3.56,3.536,3.439,3.621,5.855,3.484,2.27278,3.00065,-4068.5,0.4,9.0,2.273,3.0,-15.9729,-15.9729,0.009144212119281292,-15.772806830309499
55040.99955,1619077201.481084,185.0024,0,237.1,1.38619e-05,71.112,4.487364057894139e-06,1.311548075450991e-05,1.45,1,313.1,7.95542e-06,75.168,2.036473710657839e-06,7.690349940165239e-06,1.0,1,39.577,48.946,3.56,3.536,3.438,3.621,5.855,3.484,2.27294,3.00069,-4068.6,0.4,9.0,2.273,3.0,-15.9729,-15.9729,0.009144212119281292,-15.773091426538599
55041.280459,1619077201.761993,185.0024,0,237.1,1.38628e-05,71.124,4.484908228614574e-06,1.3117271897041142e-05,1.45,1,313.1,7.97637e-06,75.348,2.0176030044662944e-06,7.716978456187926e-06,1.0,1,39.577,48.946,3.446,3.536,3.438,3.621,5.855,3.484,2.27285,3.00047,-4068.5,0.4,9.0,2.273,3.0,-15.9729,-15.9729,0.009144212119281292,-15.772806830309499
55041.495389,1619077201.976923,185.0024,0,237.1,1.38656e-05,71.1,4.491309353768262e-06,1.3118041151359212e-05,1.45,1,313.1,7.98242e-06,75.402,2.011853843863815e-06,7.724731268292145e-06,1.0,1,39.581,48.946,3.446,3.536,3.439,3.621,5.855,3.484,2.27294,3.00032,-4068.5,0.4,9.0,2.273,3.0,-15.9729,-15.9729,0.009144212119281292,-15.772806830309499
55041.616351,1619077202.097885,185.0024,0,237.1,1.38693e-05,71.076,4.498003792448701e-06,1.3119658698804518e-05,1.45,1,313.1,7.98475e-06,75.438,2.007585681319077e-06,7.72824897985712e-06,1.0,1,39.581,48.95,3.446,3.536,3.439,3.621,5.855,3.484,2.27299,3.00022,-4068.5,0.4,9.0,2.273,3.0,-15.9729,-15.9729,0.008750276640057564,-15.772806830309499
55041.729316,1619077202.21085,185.0024,0,237.1,1.38758e-05,71.058,4.504235203263226e-06,1.3124392971626699e-05,1.45,1,313.1,7.98382e-06,75.468,2.0033055483721225e-06,7.728398842726833e-06,1.0,1,39.581,48.95,3.387,3.536,3.439,3.621,5.855,3.484,2.27293,3.00031,-4068.5,0.4,9.0,2.273,3.0,-15.9729,-15.9729,0.009144212119281292,-15.772806830309499
55041.859274,1619077202.340808,185.0024,0,237.1,1.38851e-05,71.058,4.507254084148678e-06,1.313318935487207e-05,1.45,1,313.1,7.97823e-06,75.486,1.9994765548814872e-06,7.723616215179212e-06,1.0,1,39.581,48.95,3.387,3.593,3.439,3.621,5.856,3.484,2.27302,3.00057,-4068.5,0.4,9.0,2.273,3.0,-15.9729,-15.9729,0.009144212119281292,-15.772806830309499
55041.979236,1619077202.46077,185.0024,0,237.1,1.38945e-05,71.064,4.508929165957746e-06,1.3142552568902876e-05,1.45,1,313.1,7.97171e-06,75.498,1.9962261826754363e-06,7.71772254954148e-06,1.0,1,39.586,48.95,3.387,3.593,3.439,3.621,5.856,3.484,2.27315,3.00035,-4068.6,0.4,9.0,2.273,3.0,-15.9729,-15.9729,0.008750276640057564,-15.773091426538599
55042.299132,1619077202.780666,185.0024,0,237.1,1.39047e-05,71.094,4.5053520919651475e-06,1.3154561361650386e-05,1.45,1,313.1,7.96333e-06,75.492,1.9949350525310933e-06,7.709400678722228e-06,1.0,1,39.586,48.95,3.38,3.657,3.439,3.621,5.857,3.484,2.27315,3.00028,-4068.5,0.4,9.0,2.273,3.0,-15.9729,-15.9729,0.009517302736639977,-15.772806830309499
55042.520061,1619077203.001595,185.0024,0,237.1,1.38991e-05,71.088,4.50491456257479e-06,1.314879179217245e-05,1.45,1,313.1,7.96659e-06,75.486,1.9965593781268914e-06,7.71234768910956e-06,1.0,1,39.582,48.95,3.38,3.657,3.439,3.621,5.857,3.484,2.273,3.00051,-4068.5,0.4,9.0,2.273,3.0,-15.9729,-15.9729,0.008729401975870132,-15.772806830309499
55042.635024,1619077203.116558,185.0024,0,237.1,1.38907e-05,71.088,4.5021919918813184e-06,1.314084524519788e-05,1.45,1,313.1,7.97032e-06,75.486,1.9974941778944726e-06,7.715958651501296e-06,1.0,1,39.582,48.953,3.38,3.657,3.439,3.621,5.857,3.484,2.27299,3.0006,-4068.6,0.4,9.0,2.273,3.0,-15.9729,-15.9729,0.008729401975870132,-15.773091426538599
55042.766982,1619077203.248516,185.0024,0,237.1,1.38814e-05,71.082,4.5005528772886026e-06,1.3131576057683605e-05,1.45,1,313.1,7.97265e-06,75.51,1.9948449412391824e-06,7.71905056874953e-06,1.0,1,39.582,48.953,3.429,3.657,3.439,3.621,5.857,3.484,2.27311,3.00038,-4068.4,0.4,9.0,2.273,3.0,-15.974,-15.974,0.008729401975870132,-15.772522234080398
55042.881946,1619077203.36348,185.0024,0,237.1,1.38758e-05,71.088,4.497362670055994e-06,1.3126749584492988e-05,1.45,1,313.1,7.97218e-06,75.552,1.989068780606717e-06,7.720055656432517e-06,1.0,1,39.582,48.953,3.429,3.724,3.439,3.621,5.858,3.484,2.27316,3.0006,-4068.6,0.4,9.0,2.273,3.0,-15.974,-15.974,0.009123368188738823,-15.773091426538599
55042.996909,1619077203.478443,185.0024,0,237.1,1.3873e-05,71.1,4.493706342662929e-06,1.3125042183014537e-05,1.45,1,313.1,7.96845e-06,75.606,1.9808646822928756e-06,7.718313968279909e-06,1.0,1,39.583,48.945,3.429,3.724,3.439,3.621,5.858,3.484,2.27308,3.00001,-4068.5,0.4,9.0,2.273,3.0,-15.974,-15.974,0.009123368188738823,-15.772806830309499
