time,abs_time,angle,is_rotating,Freq_272,V_272_R,V_272_theta,V_272_X,V_272_Y,Vout_272,Harm_272,Freq_363,V_363_R,V_363_theta,V_363_X,V_363_Y,Vout_363,Harm_363,CFMS_1st stage A,CFMS_1st stage B,CFMS_2nd stage A,CFMS_2nd stage B,CFMS_Inner Magnet,CFMS_Outer Magnet,CFMS_Switch,CFMS_He Pot,Tvti,Tsample,sC,H1,H2,SP1,SP2,Magnet_output_field,Magnet_magnet_field,Vti-Pressure,Hanalog
29.006056,1619022189.48759,185.0024,0,237.1,6.77587e-06,0.696,6.77537007720074e-06,8.230779958693655e-08,1.45,1,313.1,5.60799e-06,0.852,5.607369983628937e-06,8.338888893137074e-08,1.0,1,38.546,47.411,3.305,3.548,3.561,3.532,5.827,3.41,296.856,299.993,-1.0253,39.2,45.9,296.8,300.0,0.0,0.0,0.007887205109000206,0.0015041364667577703
29.121019,1619022189.602553,185.0024,0,237.1,6.77633e-06,0.696,6.775830043262e-06,8.231338729564554e-08,1.45,1,313.1,5.60845e-06,0.846,5.607838635203515e-06,8.280847794017939e-08,1.0,1,38.546,47.411,3.326,3.624,3.561,3.532,5.828,3.41,296.871,299.995,-1.0253,37.0,46.1,296.8,300.0,0.0,0.0,0.00709837581962347,0.0015045837322226446
29.24198,1619022189.723514,185.0024,0,237.1,6.77633e-06,0.696,6.775830043262e-06,8.231338729564554e-08,1.45,1,313.1,5.60938e-06,0.846,5.6087685338262625e-06,8.282220934270317e-08,1.0,1,38.542,47.411,3.326,3.624,3.561,3.532,5.828,3.41,296.864,299.989,-1.0253,40.1,47.0,296.8,300.0,0.0,0.0,0.0074927909299731255,0.0015043750083390363
29.356943,1619022189.838477,185.0024,0,237.1,6.77587e-06,0.696,6.77537007720074e-06,8.230779958693655e-08,1.45,1,313.1,5.61032e-06,0.846,5.60970843135893e-06,8.283608839471642e-08,1.0,1,38.542,47.411,3.326,3.624,3.562,3.532,5.828,3.41,296.874,299.987,-1.0254,37.5,46.6,296.8,300.0,0.0,0.0,0.0074927909299731255,0.0015042287525202525
29.486901,1619022189.968435,185.0024,0,237.1,6.77494e-06,0.696,6.774440145816018e-06,8.229650269759012e-08,1.45,1,313.1,5.61078e-06,0.846,5.610168381215342e-06,8.284288027123355e-08,1.0,1,38.542,47.399,3.326,3.624,3.562,3.533,5.828,3.41,296.875,299.999,-1.0254,40.4,45.8,296.8,300.0,0.0,0.0,0.007887205109000206,0.0015042585702137522
29.605864,1619022190.087398,185.0024,0,237.1,6.774e-06,0.69,6.7735087949030895e-06,8.157576460259771e-08,1.45,1,313.1,5.61125e-06,0.846,5.610638329981675e-06,8.284981979724018e-08,1.0,1,38.542,47.399,3.4,3.648,3.562,3.533,5.829,3.41,296.865,300.0,-1.0255,40.7,46.2,296.8,300.0,0.0,0.0,0.00670393044129014,0.0015035159605208046
29.721826,1619022190.20336,185.0024,0,237.1,6.77354e-06,0.69,6.773048828259207e-06,8.157022506145258e-08,1.45,1,313.1,5.61171e-06,0.846,5.611098279838087e-06,8.28566116737573e-08,1.0,1,38.542,47.399,3.4,3.648,3.562,3.533,5.829,3.41,296.856,299.996,-1.0254,40.6,46.7,296.8,300.0,0.0,0.0,0.007887205109000206,0.0015036920340372477
29.836799,1619022190.318333,185.0024,0,237.1,6.77307e-06,0.69,6.772578862340459e-06,8.156456509549993e-08,1.45,1,313.1,5.61125e-06,0.846,5.610638329981675e-06,8.284981979724018e-08,1.0,1,38.533,47.399,3.4,3.648,3.562,3.533,5.829,3.41,296.877,299.991,-1.0254,35.9,46.8,296.8,300.0,0.001,0.001,0.007887205109000206,0.0015043182056007532
29.957749,1619022190.439283,185.0024,0,237.1,6.77261e-06,0.684,6.772127399405448e-06,8.084985047605497e-08,1.45,1,313.1,5.61078e-06,0.846,5.610168381215342e-06,8.284288027123355e-08,1.0,1,38.533,47.397,3.4,3.648,3.562,3.533,5.829,3.41,296.858,299.994,-1.0254,42.1,46.2,296.8,300.0,0.001,0.001,0.0074927909299731255,0.0015037516694242482
30.086709,1619022190.568243,185.0024,0,237.1,6.77261e-06,0.678,6.772135828849632e-06,8.014067451113737e-08,1.45,1,313.1,5.61032e-06,0.846,5.60970843135893e-06,8.283608839471642e-08,1.0,1,38.533,47.397,3.471,3.648,3.562,3.533,5.828,3.41,296.78,299.99,-1.0255,44.7,46.6,296.8,300.0,0.001,0.001,0.0074927909299731255,0.0015009814569267206
30.205671,1619022190.687205,185.0024,0,237.1,6.77261e-06,0.678,6.772135828849632e-06,8.014067451113737e-08,1.45,1,313.1,5.60938e-06,0.852,5.608759829951283e-06,8.340955775489123e-08,1.0,1,38.533,47.397,3.471,3.655,3.562,3.533,5.828,3.41,296.794,299.995,-1.0255,38.6,45.9,296.8,300.0,0.001,0.001,0.007887205109000206,0.0015013989045775113
30.318643,1619022190.800177,185.0024,0,237.1,6.77307e-06,0.678,6.7725957966436245e-06,8.01461177169731e-08,1.45,1,313.1,5.60938e-06,0.852,5.608759829951283e-06,8.340955775489123e-08,1.0,1,38.538,47.397,3.471,3.655,3.562,3.533,5.828,3.41,296.797,299.992,-1.0254,40.2,46.6,296.8,300.0,0.001,0.001,0.0074927909299731255,0.0015019327901207348
30.435598,1619022190.917132,185.0024,0,237.1,6.77354e-06,0.678,6.773065763737486e-06,8.015167925337048e-08,1.45,1,313.1,5.60845e-06,0.846,5.607838635203515e-06,8.280847794017939e-08,1.0,1,38.538,47.4,3.471,3.655,3.562,3.533,5.828,3.41,296.779,299.99,-1.0254,43.6,46.6,296.8,300.0,0.001,0.001,0.00867606233805418,0.0015013960716377295
30.55156,1619022191.033094,185.0024,0,237.1,6.774e-06,0.684,6.773517300357249e-06,8.086644397430184e-08,1.45,1,313.1,5.60799e-06,0.846,5.6073786853471035e-06,8.280168606366227e-08,1.0,1,38.538,47.4,3.471,3.655,3.562,3.532,5.828,3.41,296.793,299.996,-1.0254,38.6,45.8,296.8,300.0,0.001,0.001,0.00709837581962347,0.001501813519346733
30.663523,1619022191.145057,185.0024,0,237.1,6.77447e-06,0.684,6.773987266866131e-06,8.087205472550762e-08,1.45,1,313.1,5.60799e-06,0.84,5.607387325573482e-06,8.22144822879317e-08,1.0,1,38.538,47.4,3.494,3.583,3.562,3.532,5.827,3.41,296.808,299.999,-1.0255,39.6,46.4,296.8,300.0,0.001,0.001,0.0074927909299731255,0.0015018163522283016
30.793481,1619022191.275015,185.0024,0,237.1,6.77447e-06,0.69,6.773978760821838e-06,8.158142456855036e-08,1.45,1,313.1,5.60799e-06,0.834,5.607395904307977e-06,8.162727761061846e-08,1.0,1,38.541,47.4,3.494,3.583,3.562,3.532,5.827,3.41,296.802,300.006,-1.0255,40.5,45.6,296.8,300.0,0.001,0.001,0.0074927909299731255,0.0015016374460922496
31.007413,1619022191.488947,185.0024,0,237.1,6.77494e-06,0.69,6.774448726740588e-06,8.158708453450302e-08,1.45,1,313.1,5.60799e-06,0.834,5.607395904307977e-06,8.162727761061846e-08,1.0,1,38.541,47.404,3.494,3.583,3.562,3.532,5.827,3.41,296.809,300.005,-1.0254,39.2,46.3,296.8,300.0,0.001,0.001,0.009464886970818043,0.0015022906024427375
31.120377,1619022191.601911,185.0024,0,237.1,6.77494e-06,0.69,6.774448726740588e-06,8.158708453450302e-08,1.45,1,313.1,5.60845e-06,0.84,5.607847276138616e-06,8.222122599857535e-08,1.0,1,38.541,47.404,3.517,3.583,3.562,3.532,5.827,3.41,296.779,300.005,-1.0254,45.6,46.3,296.8,300.0,0.001,0.001,0.00670393044129014,0.0015013960716377295
31.234339,1619022191.715873,185.0024,0,237.1,6.77494e-06,0.69,6.774448726740588e-06,8.158708453450302e-08,1.45,1,313.1,5.60938e-06,0.84,5.6087771761942126e-06,8.223486002226794e-08,1.0,1,38.541,47.404,3.517,3.501,3.562,3.532,5.826,3.41,296.746,300.011,-1.0255,46.8,45.5,296.8,300.0,0.001,0.001,0.0074927909299731255,0.001499967655489088
31.350304,1619022191.831838,185.0024,0,237.1,6.7754e-06,0.69,6.774908693384469e-06,8.159262407564815e-08,1.45,1,313.1,5.60938e-06,0.834,5.608785757055039e-06,8.164750980002659e-08,1.0,1,38.546,47.404,3.517,3.501,3.562,3.532,5.826,3.41,296.727,300.011,-1.0255,45.2,46.1,296.8,300.0,0.0016,0.0016,0.0074927909299731255,0.001499401119391587
31.463276,1619022191.94481,185.0024,0,237.1,6.7754e-06,0.69,6.774908693384469e-06,8.159262407564815e-08,1.45,1,313.1,5.60938e-06,0.834,5.608785757055039e-06,8.164750980002659e-08,1.0,1,38.546,47.409,3.517,3.501,3.562,3.532,5.826,3.41,296.745,300.009,-1.0255,40.7,46.3,296.8,300.0,0.0016,0.0016,0.00709837581962347,0.0014999378377997465
31.594224,1619022192.075758,185.0024,0,237.1,6.77494e-06,0.69,6.774448726740588e-06,8.158708453450302e-08,1.45,1,313.1,5.60938e-06,0.828,5.6087942764086455e-06,8.106015868242006e-08,1.0,1,38.546,47.409,3.458,3.501,3.562,3.532,5.826,3.41,296.72,300.005,-1.0256,47.1,46.4,296.8,300.0,0.0016,0.0016,0.0074927909299731255,0.0014987479634111704
31.710188,1619022192.191722,185.0024,0,237.1,6.77447e-06,0.69,6.773978760821838e-06,8.158142456855036e-08,1.45,1,313.1,5.60845e-06,0.828,5.607864373517941e-06,8.104671941683729e-08,1.0,1,38.546,47.409,3.458,3.501,3.562,3.532,5.826,3.41,296.737,299.999,-1.0256,39.5,46.8,296.8,300.0,0.0016,0.0016,0.0074927909299731255,0.0014992548640592994
31.823151,1619022192.304685,185.0024,0,237.1,6.77354e-06,0.69,6.773048828259207e-06,8.157022506145258e-08,1.45,1,313.1,5.60799e-06,0.828,5.607404421550495e-06,8.104007203816194e-08,1.0,1,38.548,47.409,3.458,3.465,3.562,3.532,5.826,3.41,296.787,299.998,-1.0256,33.7,46.3,296.8,300.0,0.0016,0.0016,0.0074927909299731255,0.0015007457483185013
31.950109,1619022192.431643,185.0024,0,237.1,6.77307e-06,0.69,6.772578862340459e-06,8.156456509549993e-08,1.45,1,313.1,5.60752e-06,0.834,5.60692595409854e-06,8.162043651060278e-08,1.0,1,38.548,47.418,3.458,3.465,3.562,3.532,5.826,3.41,296.78,300.002,-1.0256,42.0,45.9,296.8,300.0,0.0016,0.0016,0.0074927909299731255,0.0015005370245222125
32.064074,1619022192.545608,185.0024,0,237.1,6.77261e-06,0.696,6.772110317723112e-06,8.22681997382598e-08,1.45,1,313.1,5.60706e-06,0.834,5.606466002829729e-06,8.161374096590657e-08,1.0,1,38.548,47.418,3.458,3.465,3.562,3.532,5.826,3.41,296.762,299.998,-1.0255,40.3,47.3,296.8,300.0,0.0016,0.0016,0.008281619288027287,0.001500444738518563
32.194032,1619022192.675566,185.0024,0,237.1,6.77261e-06,0.702,6.772101665485147e-06,8.297737301999305e-08,1.45,1,313.1,5.60659e-06,0.834,5.6059960526202905e-06,8.160689986589088e-08,1.0,1,38.548,47.418,3.362,3.465,3.562,3.532,5.825,3.41,296.779,299.991,-1.0256,39.5,46.3,296.8,300.0,0.0016,0.0016,0.007887205109000206,0.0015005072068370292
32.308995,1619022192.790529,185.0024,0,237.1,6.77261e-06,0.702,6.772101665485147e-06,8.297737301999305e-08,1.45,1,313.1,5.60613e-06,0.84,5.60552752546229e-06,8.218721424054653e-08,1.0,1,38.548,47.418,3.362,3.472,3.562,3.532,5.825,3.41,296.777,299.995,-1.0256,41.3,45.9,296.8,300.0,0.0016,0.0016,0.007887205109000206,0.001500447571466661
32.42396,1619022192.905494,185.0024,0,237.1,6.77307e-06,0.702,6.7725616309587415e-06,8.298300889620461e-08,1.45,1,313.1,5.60566e-06,0.846,5.605048939335278e-06,8.276728373260814e-08,1.0,1,38.552,47.418,3.362,3.472,3.561,3.532,5.825,3.41,296.738,299.994,-1.0256,48.0,46.4,296.8,300.0,0.0016,0.0016,0.007887205109000206,0.0014992846817444827
32.537921,1619022193.019455,185.0024,0,237.1,6.77354e-06,0.702,6.773031595681762e-06,8.298876729146425e-08,1.45,1,313.1,5.60519e-06,0.852,5.604570293195439e-06,8.334725389118563e-08,1.0,1,38.552,47.411,3.362,3.472,3.561,3.532,5.825,3.41,296.717,299.996,-1.0257,45.7,46.1,296.8,300.0,0.0016,0.0016,0.0074927909299731255,0.0014982140782130683
32.651885,1619022193.133419,185.0024,0,237.1,6.77354e-06,0.696,6.773040249107834e-06,8.227949662760622e-08,1.45,1,313.1,5.60473e-06,0.858,5.604101585937105e-06,8.392727445372467e-08,1.0,1,38.552,47.411,3.315,3.472,3.561,3.532,5.825,3.41,296.705,299.999,-1.0258,44.5,46.0,296.8,300.0,0.001,0.001,0.0074927909299731255,0.0014974118339481047
32.782843,1619022193.264377,185.0024,0,237.1,6.77494e-06,0.684,6.774457233375014e-06,8.08776654767134e-08,1.45,1,313.1,5.60426e-06,0.87,5.603613939519991e-06,8.50938565188318e-08,1.0,1,38.552,47.411,3.315,3.53,3.561,3.532,5.826,3.41,296.746,300.0,-1.0256,38.0,46.1,296.8,300.0,0.001,0.001,0.00709837581962347,0.0014995232232259549
32.909802,1619022193.391336,185.0024,0,237.1,6.77633e-06,0.678,6.775855568401049e-06,8.01846934800698e-08,1.45,1,313.1,5.60333e-06,0.882,5.602666104791984e-06,8.625315713068666e-08,1.0,1,38.548,47.411,3.315,3.53,3.561,3.532,5.826,3.41,296.758,299.999,-1.0255,39.7,46.3,296.8,300.0,0.001,0.001,0.00709837581962347,0.001500325467761194
33.027764,1619022193.509298,185.0024,0,237.1,6.7768e-06,0.672,6.776333895843401e-06,7.948063942738374e-08,1.45,1,313.1,5.60333e-06,0.888,5.6026570416624535e-06,8.683986647918952e-08,1.0,1,38.548,47.405,3.315,3.53,3.561,3.532,5.826,3.41,296.763,299.998,-1.0255,40.6,46.4,296.8,300.0,0.001,0.001,0.0074927909299731255,0.0015004745562079043
33.142728,1619022193.624262,185.0024,0,237.1,6.77726e-06,0.666,6.776802150805003e-06,7.877636983698512e-08,1.45,1,313.1,5.60333e-06,0.894,5.602647917092913e-06,8.742657487538666e-08,1.0,1,38.548,47.405,3.307,3.53,3.561,3.532,5.826,3.41,296.772,299.994,-1.0256,39.9,46.7,296.8,300.0,0.001,0.001,0.0074927909299731255,0.0015002984830407404
33.255691,1619022193.738224,185.0024,0,237.1,6.77819e-06,0.666,6.777732087977288e-06,7.878717981387082e-08,1.45,1,313.1,5.60333e-06,0.894,5.602647917092913e-06,8.742657487538666e-08,1.0,1,38.548,47.405,3.307,3.571,3.561,3.532,5.827,3.41,296.782,299.987,-1.0257,39.5,47.1,296.8,300.0,0.001,0.001,0.0074927909299731255,0.0015001522274797564
33.386658,1619022193.868192,185.0024,0,237.1,6.77819e-06,0.666,6.777732087977288e-06,7.878717981387082e-08,1.45,1,313.1,5.60333e-06,0.894,5.602647917092913e-06,8.742657487538666e-08,1.0,1,38.546,47.405,3.307,3.571,3.561,3.532,5.827,3.41,296.784,299.978,-1.0257,41.3,47.0,296.8,300.0,0.001,0.001,0.008281619288027287,0.0015002118628418086
33.506609,1619022193.988143,185.0024,0,237.1,6.77773e-06,0.666,6.777272119053362e-06,7.878183294358326e-08,1.45,1,313.1,5.6038e-06,0.894,5.603117859880689e-06,8.743390810226986e-08,1.0,1,38.546,47.406,3.307,3.571,3.561,3.532,5.827,3.41,296.766,299.976,-1.0257,44.1,46.8,296.8,300.0,0.001,0.001,0.007887205109000206,0.0014996751445833418
33.620574,1619022194.102108,185.0024,0,237.1,6.77726e-06,0.666,6.776802150805003e-06,7.877636983698512e-08,1.45,1,313.1,5.60426e-06,0.888,5.603586929969718e-06,8.685427952925539e-08,1.0,1,38.546,47.406,3.307,3.571,3.561,3.533,5.827,3.41,296.773,299.975,-1.0256,40.1,46.6,296.8,300.0,0.001,0.001,0.0074927909299731255,0.0015003283007259257
33.743543,1619022194.225077,185.0024,0,237.1,6.77633e-06,0.672,6.775863928169714e-06,7.947512710585576e-08,1.45,1,313.1,5.60473e-06,0.888,5.604056873522853e-06,8.686156354380483e-08,1.0,1,38.546,47.406,3.353,3.64,3.561,3.533,5.828,3.41,296.769,299.984,-1.0256,41.9,45.7,296.8,300.0,0.001,0.001,0.0074927909299731255,0.0015002090299851888
33.858497,1619022194.340031,185.0024,0,237.1,6.77587e-06,0.672,6.775403959808233e-06,7.946973206776453e-08,1.45,1,313.1,5.60519e-06,0.882,5.604525884414979e-06,8.628178847530907e-08,1.0,1,38.534,47.406,3.353,3.64,3.561,3.533,5.828,3.41,296.739,299.988,-1.0256,38.5,46.4,296.8,300.0,0.001,0.001,0.0074927909299731255,0.001499314499429666
33.994453,1619022194.475987,185.0024,0,237.1,6.7754e-06,0.672,6.774933992134545e-06,7.946421974623655e-08,1.45,1,313.1,5.60566e-06,0.87,5.605013778127645e-06,8.511511381223475e-08,1.0,1,38.534,47.406,3.353,3.64,3.562,3.533,5.828,3.41,296.792,299.987,-1.0256,36.1,46.5,296.8,300.0,0.0005,0.0005,0.00709837581962347,0.0015008948367444214
34.110415,1619022194.591949,185.0024,0,237.1,6.77587e-06,0.672,6.775403959808233e-06,7.946973206776453e-08,1.45,1,313.1,5.60566e-06,0.864,5.6050226606285765e-06,8.452815767632383e-08,1.0,1,38.534,47.398,3.353,3.64,3.562,3.533,5.828,3.41,296.814,299.987,-1.0257,37.1,46.5,296.8,300.0,0.0005,0.0005,0.00709837581962347,0.001501106393272589
34.226379,1619022194.707913,185.0024,0,237.1,6.77587e-06,0.672,6.775403959808233e-06,7.946973206776453e-08,1.45,1,313.1,5.60566e-06,0.864,5.6050226606285765e-06,8.452815767632383e-08,1.0,1,38.534,47.398,3.437,3.655,3.562,3.533,5.828,3.41,296.825,299.992,-1.0257,38.4,45.9,296.8,300.0,0.0005,0.0005,0.005126262549310923,0.0015014343877638736
34.341343,1619022194.822877,185.0024,0,237.1,6.77633e-06,0.678,6.775855568401049e-06,8.01846934800698e-08,1.45,1,313.1,5.60473e-06,0.864,5.604092766365566e-06,8.451413413821433e-08,1.0,1,38.534,47.398,3.437,3.655,3.562,3.533,5.828,3.41,296.824,299.987,-1.0256,40.1,46.9,296.8,300.0,0.0005,0.0005,0.00709837581962347,0.0015018490026703125
34.456306,1619022194.93784,185.0024,0,237.1,6.77633e-06,0.684,6.775847134326814e-06,8.089425897496026e-08,1.45,1,313.1,5.60426e-06,0.864,5.60362281980254e-06,8.450704697379337e-08,1.0,1,38.545,47.398,3.437,3.655,3.562,3.533,5.828,3.41,296.821,299.984,-1.0256,40.6,46.8,296.8,300.0,0.0005,0.0005,0.00709837581962347,0.0015017595496147607
34.586264,1619022195.067798,185.0024,0,237.1,6.7768e-06,0.696,6.776300008585461e-06,8.231909647628299e-08,1.45,1,313.1,5.60333e-06,0.864,5.60269292553953e-06,8.449302343568387e-08,1.0,1,38.545,47.41,3.437,3.655,3.562,3.533,5.828,3.41,296.821,299.98,-1.0257,39.9,46.9,296.8,300.0,0.0005,0.0005,0.0074927909299731255,0.001501315117039771
34.707224,1619022195.188758,185.0024,0,237.1,6.7768e-06,0.708,6.776282619093449e-06,8.373831961548032e-08,1.45,1,313.1,5.60287e-06,0.87,5.602224099759535e-06,8.507275106323888e-08,1.0,1,38.545,47.41,3.482,3.655,3.562,3.532,5.827,3.41,296.818,299.978,-1.0258,40.7,46.7,296.8,300.0,0.0005,0.0005,0.0074927909299731255,0.0015007812314341762
34.822186,1619022195.30372,185.0024,0,237.1,6.7768e-06,0.714,6.776273812882014e-06,8.444792981152973e-08,1.45,1,313.1,5.60287e-06,0.87,5.602224099759535e-06,8.507275106323888e-08,1.0,1,38.545,47.41,3.482,3.617,3.562,3.532,5.827,3.41,296.806,299.977,-1.0258,42.3,46.6,296.8,300.0,0.0005,0.0005,0.0074927909299731255,0.0015004234193117614
34.944149,1619022195.425683,185.0024,0,237.1,6.77633e-06,0.72,6.775794969469645e-06,8.515163304275878e-08,1.45,1,313.1,5.60333e-06,0.876,5.602675106481406e-06,8.56664468363121e-08,1.0,1,38.538,47.41,3.482,3.617,3.562,3.532,5.827,3.41,296.801,299.981,-1.0258,41.2,46.2,296.8,300.0,0.0005,0.0005,0.0074927909299731255,0.0015002743309274222
35.06111,1619022195.543644,185.0024,0,237.1,6.77587e-06,0.726,6.775326052186557e-06,8.585536361891118e-08,1.45,1,313.1,5.60333e-06,0.882,5.602666104791984e-06,8.625315713068666e-08,1.0,1,38.538,47.4,3.482,3.617,3.562,3.532,5.827,3.41,296.822,299.987,-1.0258,37.1,46.1,296.8,300.0,0.0005,0.0005,0.00709837581962347,0.0015009005021416482
35.191069,1619022195.672603,185.0024,0,237.1,6.77494e-06,0.726,6.774396126844345e-06,8.584357982020112e-08,1.45,1,313.1,5.6038e-06,0.882,5.603136049105321e-06,8.626039193282242e-08,1.0,1,38.538,47.4,3.517,3.617,3.562,3.532,5.827,3.41,296.801,299.99,-1.0258,42.1,46.5,296.8,300.0,0.0,0.0,0.0074927909299731255,0.0015002743309274222
35.306031,1619022195.787565,185.0024,0,237.1,6.774e-06,0.726,6.773456202304904e-06,8.583166931397803e-08,1.45,1,313.1,5.60473e-06,0.888,5.604056873522853e-06,8.686156354380483e-08,1.0,1,38.538,47.4,3.517,3.543,3.562,3.532,5.826,3.41,296.817,299.987,-1.0258,37.9,46.8,296.8,300.0,0.0,0.0,0.006309514865279198,0.001500751413757309
35.424996,1619022195.90653,185.0024,0,237.1,6.77354e-06,0.726,6.772996239232412e-06,8.58258407683795e-08,1.45,1,313.1,5.60473e-06,0.894,5.604047746673525e-06,8.744841852993236e-08,1.0,1,38.541,47.4,3.517,3.543,3.562,3.532,5.826,3.41,296.849,299.981,-1.0259,35.0,47.1,296.8,300.0,0.0,0.0,0.0074927909299731255,0.0015012611467256646
35.540958,1619022196.022492,185.0024,0,237.1,6.77307e-06,0.726,6.772526276962693e-06,8.581988551526796e-08,1.45,1,313.1,5.60566e-06,0.894,5.6049776334663604e-06,8.746292895759486e-08,1.0,1,38.541,47.4,3.517,3.543,3.562,3.532,5.826,3.41,296.867,299.975,-1.0259,36.5,47.2,296.8,300.0,0.0,0.0,0.0074927909299731255,0.0015017978648344422
35.656919,1619022196.138453,185.0024,0,237.1,6.77307e-06,0.726,6.772526276962693e-06,8.581988551526796e-08,1.45,1,313.1,5.60613e-06,0.9,5.605438385654412e-06,8.805726280131725e-08,1.0,1,38.541,47.4,3.496,3.543,3.562,3.532,5.826,3.41,296.851,299.974,-1.0259,41.8,46.7,296.8,300.0,0.0,0.0,0.00709837581962347,0.0015013207820710845
35.786877,1619022196.268411,185.0024,0,237.1,6.77307e-06,0.726,6.772526276962693e-06,8.581988551526796e-08,1.45,1,313.1,5.60659e-06,0.9,5.6058983289053535e-06,8.806448816728068e-08,1.0,1,38.541,47.4,3.496,3.468,3.562,3.532,5.825,3.41,296.826,299.991,-1.0258,40.1,45.8,296.8,300.0,0.0,0.0,0.007887205109000206,0.0015010197728491203
35.907838,1619022196.389372,185.0024,0,237.1,6.774e-06,0.72,6.77346515343665e-06,8.512235416983056e-08,1.45,1,313.1,5.60706e-06,0.894,5.606377463046972e-06,8.748477261214055e-08,1.0,1,38.542,47.4,3.496,3.468,3.562,3.532,5.825,3.41,296.781,299.986,-1.0258,47.2,46.8,296.8,300.0,0.0,0.0,0.0074927909299731255,0.001499677977390065
36.12277,1619022196.604304,185.0024,0,237.1,6.77494e-06,0.714,6.7744139573023954e-06,8.442475174084011e-08,1.45,1,313.1,5.60706e-06,0.888,5.606386593690516e-06,8.6897673658486e-08,1.0,1,38.542,47.406,3.496,3.468,3.562,3.532,5.825,3.41,296.761,299.985,-1.0259,44.6,46.5,296.8,300.0,0.0,0.0,0.0074927909299731255,0.001498637191527203
36.236733,1619022196.718267,185.0024,0,237.1,6.7754e-06,0.708,6.774882725977712e-06,8.372102035219061e-08,1.45,1,313.1,5.60706e-06,0.882,5.60639566285315e-06,8.631057375189182e-08,1.0,1,38.542,47.406,3.41,3.468,3.562,3.532,5.825,3.41,296.754,299.992,-1.0259,42.6,45.8,296.8,300.0,0.0,0.0,0.0074927909299731255,0.0014984284678182342
36.352695,1619022196.834229,185.0024,0,237.1,6.77633e-06,0.708,6.775812654976023e-06,8.373251200566164e-08,1.45,1,313.1,5.60706e-06,0.876,5.606404670534777e-06,8.572347289879627e-08,1.0,1,38.542,47.406,3.41,3.463,3.562,3.532,5.825,3.41,296.76,300.005,-1.026,40.5,45.0,296.8,300.0,0.0,0.0,0.0074927909299731255,0.0014981629415331457
36.483654,1619022196.965188,185.0024,0,237.1,6.77726e-06,0.702,6.7767513164682255e-06,8.303434437734908e-08,1.45,1,313.1,5.60752e-06,0.87,5.6068735637063835e-06,8.514335564489865e-08,1.0,1,38.546,47.406,3.41,3.463,3.562,3.532,5.825,3.41,296.77,300.003,-1.026,40.3,46.9,296.8,300.0,0.0,0.0,0.008243205025792122,0.0014984611182186627
36.606613,1619022197.088147,185.0024,0,237.1,6.77866e-06,0.702,6.778151211387861e-06,8.305149704407991e-08,1.45,1,313.1,5.60799e-06,0.864,5.6073523957176225e-06,8.45632919169638e-08,1.0,1,38.546,47.412,3.41,3.463,3.562,3.532,5.825,3.41,296.751,299.992,-1.0259,44.6,47.3,296.8,300.0,0.0016,0.0016,0.007848761044442654,0.0014983390148001036
36.719577,1619022197.201111,185.0024,0,237.1,6.77959e-06,0.702,6.7790811415844766e-06,8.306289131555112e-08,1.45,1,313.1,5.60845e-06,0.858,5.607821168842915e-06,8.398297909265783e-08,1.0,1,38.546,47.412,3.327,3.463,3.562,3.532,5.825,3.41,296.733,299.993,-1.026,44.7,46.4,296.8,300.0,0.0016,0.0016,0.007454346865415573,0.0014973578644822498
36.83454,1619022197.316074,185.0024,0,237.1,6.78052e-06,0.702,6.7800110717810935e-06,8.307428558702234e-08,1.45,1,313.1,5.60938e-06,0.852,5.608759829951283e-06,8.340955775489123e-08,1.0,1,38.546,47.412,3.327,3.498,3.562,3.532,5.825,3.41,296.748,300.002,-1.026,39.4,45.4,296.8,300.0,0.0016,0.0016,0.007848761044442654,0.0014978051295105252
36.949506,1619022197.43104,185.0024,0,237.1,6.78099e-06,0.708,6.7804722992041215e-06,8.379009383918307e-08,1.45,1,313.1,5.60985e-06,0.846,5.609238482592596e-06,8.282914886870979e-08,1.0,1,38.548,47.412,3.327,3.498,3.562,3.532,5.825,3.41,296.756,300.002,-1.026,40.4,46.3,296.8,300.0,0.0016,0.0016,0.007454346865415573,0.0014980436708589384
37.062467,1619022197.544001,185.0024,0,237.1,6.78052e-06,0.714,6.7799935240412515e-06,8.449428595290897e-08,1.45,1,313.1,5.61032e-06,0.846,5.60970843135893e-06,8.283608839471642e-08,1.0,1,38.548,47.412,3.327,3.498,3.562,3.532,5.825,3.41,296.756,299.994,-1.026,41.7,46.2,296.8,300.0,0.0016,0.0016,0.006271040067076683,0.0014980436708589384
37.190426,1619022197.67196,185.0024,0,237.1,6.78006e-06,0.714,6.77953355975812e-06,8.44885537418782e-08,1.45,1,313.1,5.61032e-06,0.846,5.60970843135893e-06,8.283608839471642e-08,1.0,1,38.548,47.407,3.305,3.498,3.562,3.532,5.825,3.41,296.747,299.996,-1.026,42.2,46.3,296.8,300.0,0.0016,0.0016,0.007848761044442654,0.0014977753118419741
37.306388,1619022197.787922,185.0024,0,237.1,6.77959e-06,0.72,6.7790547120737495e-06,8.51925983327785e-08,1.45,1,313.1,5.61032e-06,0.84,5.609717075175138e-06,8.224864064836582e-08,1.0,1,38.548,47.407,3.305,3.551,3.562,3.532,5.826,3.41,296.754,299.996,-1.0259,40.6,46.4,296.8,300.0,0.0016,0.0016,0.007454346865415573,0.0014984284678182342
