time,abs_time,Freq_272-y,V_272-y_R,V_272-y_theta,V_272-y_X,V_272-y_Y,Harm_272-y,Freq_363-y,V_363-y_R,V_363-y_theta,V_363-y_X,V_363-y_Y,Harm_363-y,Freq_272-x,V_272-x_R,V_272-x_theta,V_272-x_X,V_272-x_Y,Vout_272-x,Harm_272-x,Freq_363-x,V_363-x_R,V_363-x_theta,V_363-x_X,V_363-x_Y,Vout_363-x,Harm_363-x,CFMS_1st stage A,CFMS_1st stage B,CFMS_2nd stage A,CFMS_2nd stage B,CFMS_Inner Magnet,CFMS_Outer Magnet,CFMS_Switch,CFMS_He Pot,Tvti,Tsample,sC,H1,H2,SP1,SP2,Magnet_output_field,Magnet_magnet_field,Vti-Pressure,Hanalog
10.629547,1619351250.549049,36.8299,4.44616e-06,-95.082,-3.9384697496426197e-07,-4.4286818926077195e-06,1,13.2165,5.56003e-07,-33.198,4.652540954906165e-07,-3.0443055470535205e-07,1,36.83,1.64827e-05,-4.698,1.6427322189409297e-05,-1.3499944352999734e-06,5.0,1,13.217,5.24338e-06,15.63,5.049488347425071e-06,1.4126929084618612e-06,5.0,1,39.501,48.906,3.415,3.662,3.463,3.642,5.879,3.522,2.27294,2.99965,-4068.9,0.4,9.2,2.273,3.0,-15.9729,-15.9729,0.008461765944957733,-15.773945215225897
10.829533,1619351250.749035,36.8319,4.4429e-06,-94.98,-3.856792627354343e-07,-4.4261283212640655e-06,1,13.2165,5.54606e-07,-33.042,4.64910182456831e-07,-3.0240095483307615e-07,1,36.83,1.64827e-05,-4.698,1.6427322189409297e-05,-1.3499944352999734e-06,5.0,1,13.217,5.24151e-06,15.636,5.047539585207446e-06,1.4127176702596473e-06,5.0,1,39.501,48.906,3.477,3.734,3.463,3.642,5.88,3.522,2.27299,2.99951,-4068.9,0.4,9.0,2.273,3.0,-15.9729,-15.9729,0.008461765944957733,-15.773945215225897
11.029504,1619351250.949006,36.8299,4.43825e-06,-94.878,-3.7740369376889843e-07,-4.42217474942246e-06,1,13.2165,5.52278e-07,-32.76,4.6443519202246826e-07,-2.988493628821267e-07,1,36.83,1.64827e-05,-4.698,1.6427322189409297e-05,-1.3499944352999734e-06,5.0,1,13.217,5.24151e-06,15.636,5.047539585207446e-06,1.4127176702596473e-06,5.0,1,39.489,48.906,3.477,3.734,3.463,3.642,5.88,3.522,2.27299,2.99873,-4068.9,0.4,9.3,2.273,3.0,-15.9729,-15.9729,0.009249579161405563,-15.773945215225897
11.234844,1619351251.154346,36.8309,4.43312e-06,-94.794,-3.7049131169773177e-07,-4.41761124617779e-06,1,13.217,5.4995e-07,-32.448,4.640911108948494e-07,-2.950668454577447e-07,1,36.83,1.64827e-05,-4.698,1.6427322189409297e-05,-1.3499944352999734e-06,5.0,1,13.217,5.23965e-06,15.642,5.045600502849101e-06,1.4127447356649012e-06,5.0,1,39.489,48.901,3.567,3.734,3.463,3.642,5.88,3.522,2.27299,3.00035,-4069.1,0.4,9.0,2.273,3.0,-15.9729,-15.9729,0.008855672553181648,-15.774514407684096
11.434832,1619351251.354334,36.8309,4.42707e-06,-94.74,-3.6582770990558737e-07,-4.411929155320293e-06,1,13.217,5.47156e-07,-32.034,4.6384246350567617e-07,-2.902238056827618e-07,1,36.83,1.64827e-05,-4.698,1.6427322189409297e-05,-1.3499944352999734e-06,5.0,1,13.217,5.23965e-06,15.642,5.045600502849101e-06,1.4127447356649012e-06,5.0,1,39.489,48.901,3.567,3.75,3.463,3.642,5.88,3.522,2.27303,2.99965,-4069.0,0.4,9.2,2.273,3.0,-15.9729,-15.9729,0.009249579161405563,-15.774229811454997
11.634819,1619351251.554321,36.8299,4.42241e-06,-94.722,-3.6405802673645066e-07,-4.4073996824963315e-06,1,13.217,5.45293e-07,-31.554,4.6466998080459556e-07,-2.853528776586225e-07,1,36.83,1.64827e-05,-4.698,1.6427322189409297e-05,-1.3499944352999734e-06,5.0,1,13.217,5.23965e-06,15.624,5.046044080699694e-06,1.411159543827548e-06,5.0,1,39.492,48.905,3.567,3.75,3.463,3.641,5.88,3.522,2.27304,3.00104,-4068.8,0.4,8.9,2.273,3.0,-15.9729,-15.9729,0.009249579161405563,-15.773660618996798
11.832366,1619351251.751868,36.8309,4.41869e-06,-94.722,-3.637517919324728e-07,-4.403692308729791e-06,1,13.2165,5.4343e-07,-31.032,4.656540351103156e-07,-2.801472550025808e-07,1,36.83,1.64827e-05,-4.698,1.6427322189409297e-05,-1.3499944352999734e-06,5.0,1,13.217,5.23779e-06,15.63,5.04410505652071e-06,1.4111868277737742e-06,5.0,1,39.492,48.905,3.594,3.688,3.463,3.641,5.879,3.522,2.27295,2.9999,-4069.0,0.4,9.1,2.273,3.0,-15.9729,-15.9729,0.009249579161405563,-15.774229811454997
12.027326,1619351251.946828,36.828,4.41636e-06,-94.752,-3.65864485689377e-07,-4.401179254212586e-06,1,13.2165,5.43896e-07,-30.444,4.6890623505206715e-07,-2.7558991553628293e-07,1,36.83,1.64827e-05,-4.698,1.6427322189409297e-05,-1.3499944352999734e-06,5.0,1,13.217,5.23779e-06,15.63,5.04410505652071e-06,1.4111868277737742e-06,5.0,1,39.498,48.896,3.594,3.688,3.462,3.641,5.879,3.522,2.27301,3.00032,-4068.8,0.4,9.0,2.273,3.0,-15.9729,-15.9729,0.00964348390698433,-15.773660618996798
12.228512,1619351252.148014,36.8299,4.4145e-06,-94.794,-3.689351733067539e-07,-4.399056386078395e-06,1,13.217,5.43896e-07,-29.814,4.719080976618144e-07,-2.704174664795294e-07,1,36.83,1.64827e-05,-4.698,1.6427322189409297e-05,-1.3499944352999734e-06,5.0,1,13.217,5.23779e-06,15.63,5.04410505652071e-06,1.4111868277737742e-06,5.0,1,39.498,48.896,3.63,3.688,3.462,3.641,5.878,3.522,2.27288,2.99927,-4068.9,0.4,9.2,2.273,3.0,-15.9729,-15.9729,0.009249579161405563,-15.773945215225897
12.420914,1619351252.340416,36.829,4.41403e-06,-94.842,-3.7258071637382123e-07,-4.398277441304308e-06,1,13.2165,5.44362e-07,-29.28,4.7481433592111133e-07,-2.662354849523146e-07,1,36.83,1.64827e-05,-4.698,1.6427322189409297e-05,-1.3499944352999734e-06,5.0,1,13.217,5.23965e-06,15.624,5.046044080699694e-06,1.411159543827548e-06,5.0,1,39.494,48.896,3.63,3.576,3.462,3.641,5.878,3.522,2.27284,3.00009,-4068.9,0.4,9.0,2.273,3.0,-15.9729,-15.9729,0.008461765944957733,-15.773945215225897
12.620969,1619351252.540471,36.8299,4.41496e-06,-94.89,-3.763445535047835e-07,-4.398890380385408e-06,1,13.217,5.44362e-07,-28.824,4.769181647654579e-07,-2.6244818757375255e-07,1,36.83,1.64827e-05,-4.698,1.6427322189409297e-05,-1.3499944352999734e-06,5.0,1,13.217,5.23965e-06,15.612,5.046339522589132e-06,1.4101026718841748e-06,5.0,1,39.494,48.898,3.63,3.576,3.462,3.641,5.878,3.522,2.27276,3.00133,-4068.9,0.4,9.3,2.273,3.0,-15.9729,-15.9729,0.01003738958388567,-15.773945215225897
