time,abs_time,angle,is_rotating,Freq_272-y,V_272-y_R,V_272-y_theta,V_272-y_X,V_272-y_Y,Harm_272-y,Freq_363-y,V_363-y_R,V_363-y_theta,V_363-y_X,V_363-y_Y,Harm_363-y,Freq_272-x,V_272-x_R,V_272-x_theta,V_272-x_X,V_272-x_Y,Vout_272-x,Harm_272-x,Freq_363-x,V_363-x_R,V_363-x_theta,V_363-x_X,V_363-x_Y,Vout_363-x,Harm_363-x,CFMS_1st stage A,CFMS_1st stage B,CFMS_2nd stage A,CFMS_2nd stage B,CFMS_Inner Magnet,CFMS_Outer Magnet,CFMS_Switch,CFMS_He Pot,Tvti,Tsample,sC,H1,H2,SP1,SP2,Magnet_output_field,Magnet_magnet_field,Vti-Pressure,Hanalog
142464.238138,1619493769.857395,185.0023,0,36.829,1.20933e-05,-23.196,1.11157119650977e-05,-4.763281683774731e-06,1,13.2165,2.79342e-05,0.378,2.793359208480027e-05,1.842902058809194e-07,1,36.83,1.64976e-05,-6.498,1.6391616227110595e-05,-1.8670091652492083e-06,5.0,1,13.217,5.46503e-06,15.234,5.272992881076789e-06,1.4360010365642184e-06,5.0,1,39.268,48.678,3.539,3.705,3.635,3.804,8.251,3.654,9.2148,9.99895,4105.5,1.6,20.0,9.21,10.0,15.9691,15.9691,0.009983568452298641,15.76549382842417
142465.049867,1619493770.669124,185.0023,0,36.8299,1.2097e-05,-23.172,1.1121107741285519e-05,-4.7600810504359366e-06,1,13.217,2.79342e-05,0.372,2.793361123046241e-05,1.813650059530489e-07,1,36.83,1.64976e-05,-6.498,1.6391616227110595e-05,-1.8670091652492083e-06,5.0,1,13.217,5.46876e-06,15.246,5.276290735278773e-06,1.43808623330153e-06,5.0,1,39.275,48.679,3.558,3.768,3.635,3.804,8.209,3.654,9.21544,10.0067,4105.6,1.7,19.5,9.21,10.0,15.9713,15.9713,0.010377355851233006,15.765772431988106
142465.334778,1619493770.954035,185.0023,0,36.829,1.2097e-05,-23.166,1.1121606154828263e-05,-4.758916424658674e-06,1,13.217,2.79342e-05,0.372,2.793361123046241e-05,1.813650059530489e-07,1,36.83,1.64976e-05,-6.504,1.639142062449127e-05,-1.868725681046366e-06,5.0,1,13.217,5.46876e-06,15.264,5.2758386867971185e-06,1.4397437579287684e-06,5.0,1,39.275,48.679,3.636,3.768,3.635,3.804,8.162,3.654,9.2138,10.0029,4105.7,1.7,20.2,9.21,10.0,15.9713,15.9713,0.010377355851233006,15.766051259232725
142465.926596,1619493771.545853,185.0023,0,36.8309,1.20979e-05,-23.154,1.1123430122209959e-05,-4.756940900023052e-06,1,13.217,2.79323e-05,0.372,2.7931711270508736e-05,1.813526700525645e-07,1,36.83,1.64994e-05,-6.51,1.6393013235869043e-05,-1.8706462542721352e-06,5.0,1,13.217,5.47062e-06,15.276,5.27733131408808e-06,1.4413387477430085e-06,5.0,1,39.27,48.676,3.723,3.81,3.634,3.803,8.114,3.654,9.20626,10.0073,4105.7,1.8,19.4,9.21,10.0,15.9713,15.9713,0.010377355851233006,15.766051998930795
142466.216494,1619493771.835751,185.0023,0,36.829,1.20979e-05,-23.154,1.1123430122209959e-05,-4.756940900023052e-06,1,13.2165,2.79323e-05,0.372,2.7931711270508736e-05,1.813526700525645e-07,1,36.83,1.64994e-05,-6.51,1.6393013235869043e-05,-1.8706462542721352e-06,5.0,1,13.217,5.47248e-06,15.27,5.279276555329003e-06,1.441275963427383e-06,5.0,1,39.264,48.678,3.723,3.81,3.634,3.803,8.114,3.654,9.20407,9.99735,4105.9,1.7,20.5,9.21,10.0,15.9713,15.9713,0.010377355851233006,15.766609546391532
142466.403433,1619493772.02269,185.0023,0,36.8309,1.20979e-05,-23.148,1.1123928206904188e-05,-4.7557760310638445e-06,1,13.2165,2.79305e-05,0.372,2.792991130844736e-05,1.8134098341000034e-07,1,36.83,1.65013e-05,-6.51,1.639490098482647e-05,-1.870861669855921e-06,5.0,1,13.217,5.47248e-06,15.27,5.279276555329003e-06,1.441275963427383e-06,5.0,1,39.264,48.678,3.762,3.721,3.634,3.803,8.061,3.654,9.20227,10.0048,4106.0,1.7,19.9,9.21,10.0,15.9713,15.9713,0.00919596292078495,15.766888389261846
142466.936262,1619493772.555519,185.0023,0,36.829,1.20979e-05,-23.148,1.1123928206904188e-05,-4.7557760310638445e-06,1,13.2165,2.79323e-05,0.372,2.7931711270508736e-05,1.813526700525645e-07,1,36.83,1.65032e-05,-6.516,1.63965927051446e-05,-1.872794142878191e-06,5.0,1,13.217,5.47248e-06,15.27,5.279276555329003e-06,1.441275963427383e-06,5.0,1,39.277,48.682,3.741,3.614,3.634,3.803,8.008,3.654,9.20816,10.0013,4106.0,1.6,20.4,9.21,10.0,15.9713,15.9713,0.00958975125104189,15.766887811508658
142467.145194,1619493772.764451,185.0023,0,36.829,1.2097e-05,-23.148,1.1123100663662285e-05,-4.755422234253824e-06,1,13.217,2.79361e-05,0.372,2.793551119041608e-05,1.8137734185353325e-07,1,36.83,1.65032e-05,-6.516,1.63965927051446e-05,-1.872794142878191e-06,5.0,1,13.217,5.47248e-06,15.288,5.2788235046167474e-06,1.4429344259202331e-06,5.0,1,39.268,48.682,3.741,3.614,3.633,3.803,8.008,3.654,9.21214,10.0076,4106.0,1.6,19.2,9.21,10.0,15.9718,15.9718,0.009983568452298641,15.766887421108374
142467.327135,1619493772.946392,185.0023,0,36.8299,1.2097e-05,-23.148,1.1123100663662285e-05,-4.755422234253824e-06,1,13.217,2.79417e-05,0.372,2.7941111072384802e-05,1.8141370029706616e-07,1,36.83,1.65032e-05,-6.522,1.639639649669655e-05,-1.8745111797791899e-06,5.0,1,13.217,5.47248e-06,15.288,5.2788235046167474e-06,1.4429344259202331e-06,5.0,1,39.268,48.687,3.646,3.614,3.633,3.802,8.008,3.654,9.21422,10.0039,4106.2,1.6,20.5,9.21,10.0,15.9718,15.9718,0.010377355851233006,15.767444549780548
142467.958934,1619493773.578191,185.0023,0,36.8309,1.2097e-05,-23.148,1.1123100663662285e-05,-4.755422234253824e-06,1,13.2165,2.79621e-05,0.372,2.7961510642413705e-05,1.815461489127932e-07,1,36.83,1.65069e-05,-6.522,1.640007255146397e-05,-1.8749314432047788e-06,5.0,1,13.217,5.47062e-06,15.33,5.275970540690231e-06,1.4463118744478427e-06,5.0,1,39.272,48.69,3.566,3.651,3.632,3.802,7.9,3.654,9.17203,9.99981,4106.4,2.1,20.5,9.21,10.0,15.9718,15.9718,0.010771142318844795,15.768006020207585
142468.241842,1619493773.861099,185.0023,0,36.8299,1.2097e-05,-23.154,1.1122602616022109e-05,-4.7565870165548445e-06,1,13.2165,2.7964e-05,0.372,2.7963410602367377e-05,1.8155848481327757e-07,1,36.83,1.65069e-05,-6.528,1.6399876119179273e-05,-1.8766488445027116e-06,5.0,1,13.217,5.47062e-06,15.33,5.275970540690231e-06,1.4463118744478427e-06,5.0,1,39.272,48.682,3.566,3.651,3.632,3.802,7.9,3.654,9.15984,10.0058,4106.3,2.1,19.3,9.21,10.0,15.9718,15.9718,0.010771142318844795,15.767728549604573
142468.424792,1619493774.044049,185.0023,0,36.8299,1.2097e-05,-23.154,1.1122602616022109e-05,-4.7565870165548445e-06,1,13.2165,2.7964e-05,0.372,2.7963410602367377e-05,1.8155848481327757e-07,1,36.83,1.65069e-05,-6.528,1.6399876119179273e-05,-1.8766488445027116e-06,5.0,1,13.217,5.47062e-06,15.33,5.275970540690231e-06,1.4463118744478427e-06,5.0,1,39.278,48.682,3.536,3.718,3.632,3.802,7.845,3.654,9.14423,10.0043,4106.6,2.1,19.4,9.21,10.0,15.9734,15.9734,0.01116492785513401,15.768566078763941
142468.96761,1619493774.586867,185.0023,0,36.8299,1.20961e-05,-23.154,1.1121775109834258e-05,-4.756233133086637e-06,1,13.2165,2.79603e-05,0.372,2.795971068035233e-05,1.8153446227022905e-07,1,36.83,1.65069e-05,-6.522,1.640007255146397e-05,-1.8749314432047788e-06,5.0,1,13.217,5.46876e-06,15.336,5.274025286273396e-06,1.4463724338319016e-06,5.0,1,39.278,48.682,3.59,3.8,3.632,3.802,7.79,3.654,9.13764,10.0032,4106.5,1.9,19.6,9.21,10.0,15.9734,15.9734,0.010377355851233006,15.768288058986675
