time,abs_time,angle,is_rotating,Freq_272-y,V_272-y_R,V_272-y_theta,V_272-y_X,V_272-y_Y,Harm_272-y,Freq_363-y,V_363-y_R,V_363-y_theta,V_363-y_X,V_363-y_Y,Harm_363-y,Freq_272-x,V_272-x_R,V_272-x_theta,V_272-x_X,V_272-x_Y,Vout_272-x,Harm_272-x,Freq_363-x,V_363-x_R,V_363-x_theta,V_363-x_X,V_363-x_Y,Vout_363-x,Harm_363-x,CFMS_1st stage A,CFMS_1st stage B,CFMS_2nd stage A,CFMS_2nd stage B,CFMS_Inner Magnet,CFMS_Outer Magnet,CFMS_Switch,CFMS_He Pot,Tvti,Tsample,sC,H1,H2,SP1,SP2,Magnet_output_field,Magnet_magnet_field,Vti-Pressure,Hanalog
30648.680406,1619116299.483506,185.0024,0,36.829,1.09962e-05,-150.27,-9.548791898604881e-06,-5.453163092842334e-06,1,13.2165,2.64925e-05,-178.65,-2.648514648255038e-05,-6.24157069854405e-07,1,36.83,1.6248e-05,-6.432,1.6145727096835802e-05,-1.8201649690349778e-06,5.0,1,13.217,8.70792e-06,9.696,8.583529360958131e-06,1.4665927982810004e-06,5.0,1,39.679,49.093,3.716,3.705,3.608,3.785,7.976,3.605,2.27315,3.00926,-4065.9,0.5,8.9,2.273,3.0,-15.9723,-15.9723,0.009433513507246971,-15.765407328352898
30650.969672,1619116301.772772,185.1544,1,36.8299,1.10316e-05,-150.402,-9.592110463389111e-06,-5.448634270910566e-06,1,13.217,2.64888e-05,-178.626,-2.648118377656582e-05,-6.351623664442685e-07,1,36.83,1.62405e-05,-6.42,1.613865499006262e-05,-1.815944757344506e-06,5.0,1,13.217,8.70792e-06,9.708,8.58322201022512e-06,1.4683904962873623e-06,5.0,1,39.679,49.099,3.716,3.705,3.608,3.785,7.976,3.605,2.27312,3.00924,-4066.0,0.5,8.9,2.273,3.0,-15.9734,-15.9734,0.009827477857470512,-15.765691924581999
30651.149613,1619116301.952713,185.1695,1,36.8299,1.10446e-05,-150.42,-9.605127403781003e-06,-5.452037849936037e-06,1,13.2165,2.64888e-05,-178.632,-2.648125014541384e-05,-6.323892598863161e-07,1,36.83,1.62293e-05,-6.414,1.6127715171554535e-05,-1.8130035397675498e-06,5.0,1,13.217,8.71165e-06,9.744,8.58597388929546e-06,1.47441449220923e-06,5.0,1,39.681,49.105,3.687,3.602,3.608,3.784,7.922,3.605,2.27336,3.01011,-4066.1,0.5,8.9,2.273,3.0,-15.9734,-15.9734,0.007857619784772396,-15.765976520811098
30651.684441,1619116302.487541,185.2211,1,36.8299,1.10828e-05,-150.456,-9.641784256285001e-06,-5.464837801367454e-06,1,13.2165,2.64888e-05,-178.662,-2.648157763364843e-05,-6.185236236808681e-07,1,36.83,1.62014e-05,-6.414,1.6099989807349896e-05,-1.8098867818815341e-06,5.0,1,13.217,8.72469e-06,9.81,8.597119121098311e-06,1.4865256182608479e-06,5.0,1,39.684,49.105,3.563,3.597,3.608,3.784,7.867,3.605,2.27343,3.01079,-4066.1,0.4,8.9,2.273,3.0,-15.9734,-15.9734,0.009433513507246971,-15.765976520811098
30651.975348,1619116302.778448,185.2363,1,36.8299,1.10921e-05,-150.462,-9.65044774882018e-06,-5.468412992568456e-06,1,13.2165,2.64888e-05,-178.668,-2.648164226008922e-05,-6.157504759695189e-07,1,36.83,1.6194e-05,-6.42,1.609244659395179e-05,-1.8107453219073877e-06,5.0,1,13.217,8.73028e-06,9.816,8.602471569597785e-06,1.4883789076246134e-06,5.0,1,39.684,49.107,3.563,3.597,3.607,3.784,7.867,3.605,2.27357,3.01093,-4066.2,0.4,8.9,2.273,3.0,-15.9734,-15.9734,0.009827477857470512,-15.766261117040198
30652.15629,1619116302.95939,185.2513,1,36.8299,1.10977e-05,-150.462,-9.655319910754656e-06,-5.471173796452156e-06,1,13.216,2.64888e-05,-178.68,-2.6481770641758987e-05,-6.102041603198763e-07,1,36.83,1.61884e-05,-6.426,1.608669206839919e-05,-1.8118037577239514e-06,5.0,1,13.217,8.73773e-06,9.84,8.609187766005169e-06,1.493255357454618e-06,5.0,1,39.688,49.102,3.506,3.666,3.607,3.784,7.811,3.605,2.2736,3.01153,-4066.2,0.4,8.9,2.273,3.0,-15.9734,-15.9734,0.009827477857470512,-15.766261117040198
30652.694117,1619116303.497217,185.2997,1,36.8299,1.11107e-05,-150.45,-9.665482852409363e-06,-5.479607259629157e-06,1,13.217,2.64888e-05,-178.722,-2.6482210829805716e-05,-5.907918463560714e-07,1,36.83,1.61809e-05,-6.438,1.6078859549002603e-05,-1.8143319468740522e-06,5.0,1,13.217,8.7489e-06,9.894,8.618780454799708e-06,1.5032879571002175e-06,5.0,1,39.676,49.102,3.493,3.731,3.606,3.784,7.756,3.605,2.27373,3.01202,-4066.3,0.4,8.9,2.273,3.0,-15.9723,-15.9723,0.009827477857470512,-15.766545713269299
30652.988023,1619116303.791123,185.3207,1,36.8309,1.11126e-05,-150.432,-9.665413470333898e-06,-5.483581056890471e-06,1,13.217,2.64888e-05,-178.74,-2.648239512569038e-05,-5.824721854391516e-07,1,36.83,1.61809e-05,-6.444,1.6078669464443555e-05,-1.8160157111573613e-06,5.0,1,13.217,8.75263e-06,9.9,8.62229744138206e-06,1.5048318009785684e-06,5.0,1,39.676,49.092,3.55,3.731,3.606,3.783,7.756,3.605,2.27386,3.01225,-4066.3,0.4,8.9,2.273,3.0,-15.9723,-15.9723,0.009827477857470512,-15.766545713269299
30653.169965,1619116303.973065,185.3358,1,36.8309,1.11154e-05,-150.414,-9.666125199266514e-06,-5.487999707735498e-06,1,13.2165,2.64888e-05,-178.752,-2.648251653755482e-05,-5.769257128395702e-07,1,36.83,1.61846e-05,-6.462,1.608177464569127e-05,-1.8214832980846955e-06,5.0,1,13.217,8.75635e-06,9.918,8.625488664627083e-06,1.5081812287950348e-06,5.0,1,39.676,49.095,3.55,3.795,3.606,3.783,7.699,3.605,2.27397,3.01362,-4066.5,0.4,8.8,2.273,3.0,-15.9723,-15.9723,0.00864558294415474,-15.7671149057275
30653.671803,1619116304.474903,185.3876,1,36.8309,1.11182e-05,-150.312,-9.658772412283429e-06,-5.50658575958938e-06,1,13.2165,2.64888e-05,-178.776,-2.6482755876318942e-05,-5.658326919633119e-07,1,36.83,1.61921e-05,-6.492,1.6088270622246396e-05,-1.8307514291578613e-06,5.0,1,13.217,8.7638e-06,9.954,8.631877197899829e-06,1.514888273232391e-06,5.0,1,39.676,49.095,3.642,3.811,3.606,3.783,7.645,3.605,2.27401,3.01432,-4066.6,0.4,8.8,2.273,3.0,-15.9723,-15.9723,0.009827477857470512,-15.767399501956596
30653.952713,1619116304.755813,185.4027,1,36.8309,1.11182e-05,-150.282,-9.655887846850106e-06,-5.511642325936293e-06,1,13.2165,2.64888e-05,-178.776,-2.6482755876318942e-05,-5.658326919633119e-07,1,36.83,1.61958e-05,-6.498,1.6091755048676037e-05,-1.8328549024429692e-06,5.0,1,13.217,8.76567e-06,9.96,8.633560328589664e-06,1.5161156293313235e-06,5.0,1,39.678,49.1,3.642,3.811,3.605,3.782,7.645,3.605,2.27397,3.01364,-4066.6,0.5,8.9,2.273,3.0,-15.9723,-15.9723,0.009827477857470512,-15.767399501956596
