time,abs_time,angle,is_rotating,Freq_272-y,V_272-y_R,V_272-y_theta,V_272-y_X,V_272-y_Y,Harm_272-y,Freq_363-y,V_363-y_R,V_363-y_theta,V_363-y_X,V_363-y_Y,Harm_363-y,Freq_272-x,V_272-x_R,V_272-x_theta,V_272-x_X,V_272-x_Y,Vout_272-x,Harm_272-x,Freq_363-x,V_363-x_R,V_363-x_theta,V_363-x_X,V_363-x_Y,Vout_363-x,Harm_363-x,CFMS_1st stage A,CFMS_1st stage B,CFMS_2nd stage A,CFMS_2nd stage B,CFMS_Inner Magnet,CFMS_Outer Magnet,CFMS_Switch,CFMS_He Pot,Tvti,Tsample,sC,H1,H2,SP1,SP2,Magnet_output_field,Magnet_magnet_field,Vti-Pressure,Hanalog
105040.63561,1619456346.254867,185.0023,0,36.8299,1.2179e-05,-23.334,1.1182897836830785e-05,-4.823985589842214e-06,1,13.2165,2.79938e-05,0.372,2.7993209974272346e-05,1.817519636735063e-07,1,36.83,1.6505e-05,-6.774,1.6389780837777576e-05,-1.9468202509782148e-06,5.0,1,13.217,5.37749e-06,14.868,5.1974491538264055e-06,1.3798264360017107e-06,5.0,1,39.539,48.962,3.634,3.581,3.476,3.656,5.885,3.534,2.27282,2.99556,4107.0,0.4,8.9,2.273,3.0,15.9729,15.9729,0.009419044479727745,15.770087077673285
105041.498334,1619456347.117591,185.0023,0,36.8309,1.21873e-05,-23.352,1.1189001907477459e-05,-4.8307885075281194e-06,1,13.217,2.79566e-05,0.372,2.7956010758337283e-05,1.8151043972718053e-07,1,36.83,1.6505e-05,-6.768,1.638998461845012e-05,-1.9451039064709183e-06,5.0,1,13.217,5.38494e-06,14.808,5.206093823063106e-06,1.3762870009791473e-06,5.0,1,39.545,48.964,3.563,3.559,3.476,3.656,5.885,3.534,2.27293,2.99317,4107.0,0.4,9.0,2.273,3.0,15.9751,15.9751,0.009419044479727745,15.770087077673285
105042.351564,1619456347.970821,185.0023,0,36.829,1.21799e-05,-23.232,1.119229496734168e-05,-4.804424770356811e-06,1,13.217,2.79379e-05,0.372,2.7937311152477455e-05,1.813890284960974e-07,1,36.83,1.6505e-05,-6.732,1.6391203527945134e-05,-1.9348053921464445e-06,5.0,1,13.217,5.39797e-06,14.76,5.219845020896992e-06,1.3752447341171265e-06,5.0,1,39.538,48.964,3.455,3.58,3.476,3.656,5.885,3.534,2.27274,2.99093,4107.1,0.4,8.8,2.273,3.0,15.9751,15.9751,0.009419044479727745,15.770365726227796
105042.647469,1619456348.266726,185.0023,0,36.829,1.2178e-05,-23.202,1.1193062692922073e-05,-4.7978152895162665e-06,1,13.217,2.79361e-05,0.372,2.793551119041608e-05,1.8137734185353325e-07,1,36.83,1.65069e-05,-6.714,1.6393697526114797e-05,-1.9298779837745127e-06,5.0,1,13.217,5.40356e-06,14.7,5.226689338189617e-06,1.3711962790406722e-06,5.0,1,39.538,48.972,3.424,3.651,3.476,3.656,5.886,3.534,2.27256,2.99004,4106.9,0.4,8.8,2.273,3.0,15.9751,15.9751,0.009419044479727745,15.769808429118772
105043.340249,1619456348.959506,185.0023,0,36.8299,1.21687e-05,-23.082,1.1194531171508894e-05,-4.770716040608127e-06,1,13.216,2.79305e-05,0.372,2.792991130844736e-05,1.8134098341000034e-07,1,36.83,1.65069e-05,-6.684,1.6394705760605406e-05,-1.9212939996710255e-06,5.0,1,13.217,5.41101e-06,14.646,5.23518726201309e-06,1.3681533363464373e-06,5.0,1,39.538,48.972,3.456,3.732,3.476,3.656,5.887,3.534,2.27225,2.9893,4106.8,0.4,8.9,2.273,3.0,15.9751,15.9751,0.009397802874445915,15.769529780564264
105043.574173,1619456349.19343,185.0023,0,36.8309,1.21641e-05,-23.052,1.11927948886031e-05,-4.763052738702389e-06,1,13.216,2.79305e-05,0.372,2.792991130844736e-05,1.8134098341000034e-07,1,36.83,1.65069e-05,-6.678,1.639490686814816e-05,-1.9195771395669805e-06,5.0,1,13.217,5.41101e-06,14.628,5.235616821706931e-06,1.3665085862735795e-06,5.0,1,39.541,48.968,3.535,3.766,3.476,3.656,5.888,3.534,2.27225,2.9887,4106.9,0.4,8.8,2.273,3.0,15.9751,15.9751,0.009397802874445915,15.769808429118772
105044.316934,1619456349.936191,185.0023,0,36.829,1.21538e-05,-22.956,1.1191275457453703e-05,-4.740275105454789e-06,1,13.2165,2.79305e-05,0.372,2.792991130844736e-05,1.8134098341000034e-07,1,36.83,1.65069e-05,-6.642,1.6396109737731946e-05,-1.9092755375407943e-06,5.0,1,13.217,5.41846e-06,14.574,5.244112684960489e-06,1.3634481724790604e-06,5.0,1,39.538,48.968,3.6,3.744,3.476,3.656,5.887,3.534,2.27208,2.98693,4107.0,0.4,8.9,2.273,3.0,15.9751,15.9751,0.009397802874445915,15.770087077673285
105044.616348,1619456350.235605,185.0023,0,36.829,1.2152e-05,-22.944,1.1190610417535992e-05,-4.737229409996408e-06,1,13.2165,2.79305e-05,0.372,2.792991130844736e-05,1.8134098341000034e-07,1,36.83,1.6505e-05,-6.636,1.639442231602707e-05,-1.907338964042174e-06,5.0,1,13.217,5.41846e-06,14.532,5.245110735633023e-06,1.3596036711289086e-06,5.0,1,39.535,48.972,3.631,3.646,3.476,3.656,5.886,3.534,2.27185,2.9874,4107.0,0.4,9.0,2.273,3.0,15.9745,15.9745,0.00979164894670248,15.770087077673285
105045.320448,1619456350.939705,185.0023,0,36.8309,1.21473e-05,-22.914,1.11887601665602e-05,-4.729539430557246e-06,1,13.217,2.7951e-05,0.372,2.7950410876368565e-05,1.8147408128364762e-07,1,36.83,1.65032e-05,-6.642,1.6392434571224026e-05,-1.908847575931474e-06,5.0,1,13.217,5.42033e-06,14.496,5.247774433184853e-06,1.3567758869140448e-06,5.0,1,39.54,48.972,3.617,3.562,3.476,3.656,5.885,3.534,2.272,2.98652,4107.0,0.4,9.0,2.273,3.0,15.9745,15.9745,0.009397802874445915,15.770087077673285
105045.620352,1619456351.239609,185.0023,0,36.8299,1.21445e-05,-22.914,1.1186181113728183e-05,-4.728449253282827e-06,1,13.2165,2.79584e-05,0.372,2.7957810720398658e-05,1.815221263697447e-07,1,36.83,1.65032e-05,-6.642,1.6392434571224026e-05,-1.908847575931474e-06,5.0,1,13.217,5.42033e-06,14.49,5.24791648564908e-06,1.356226333822126e-06,5.0,1,39.531,48.971,3.506,3.56,3.476,3.656,5.884,3.534,2.27194,2.98644,4106.9,0.4,8.9,2.273,3.0,15.9745,15.9745,0.009397802874445915,15.769808429118772
