 53.4328	1
 53.4332	1
 53.4336	3
 53.4340	2
 53.4344	3
 53.4348	2
 53.4352	2
 53.4356	2
 53.4360	3
 53.4364	1
 53.4368	3
 53.4372	0
 53.4376	2
 53.4380	3
 53.4384	2
 53.4388	4
 53.4392	3
 53.4396	2
 53.4400	2
 53.4404	1
 53.4408	0
 53.4412	1
 53.4416	2
 53.4420	2
 53.4424	1
 53.4428	2
 53.4432	3
 53.4436	3
 53.4440	1
 53.4444	2
 53.4448	2
 53.4452	2
 53.4456	0
 53.4460	4
 53.4464	1
 53.4468	4
 53.4472	5
 53.4476	5
 53.4480	4
 53.4484	6
 53.4488	8
 53.4492	7
 53.4496	8
 53.4500	5
 53.4504	10
 53.4508	4
 53.4512	9
 53.4516	9
 53.4520	10
 53.4524	9
 53.4528	9
 53.4532	14
 53.4536	11
 53.4540	10
 53.4544	11
 53.4548	10
 53.4552	17
 53.4556	7
 53.4560	13
 53.4564	9
 53.4568	15
 53.4572	13
 53.4576	11
 53.4580	15
 53.4584	11
 53.4588	14
 53.4592	21
 53.4596	13
 53.4600	15
 53.4604	11
 53.4608	9
 53.4612	13
 53.4616	19
 53.4620	11
 53.4624	14
 53.4628	23
 53.4632	10
 53.4636	19
 53.4640	21
 53.4644	11
 53.4648	13
 53.4652	18
 53.4656	18
 53.4660	25
 53.4664	22
 53.4668	28
 53.4672	21
 53.4676	23
 53.4680	25
 53.4684	34
 53.4688	31
 53.4692	25
 53.4696	29
 53.4700	21
 53.4704	36
 53.4708	24
 53.4712	22
 53.4716	37
 53.4720	36
 53.4724	31
 53.4728	36
 53.4732	31
 53.4736	46
 53.4740	40
 53.4744	48
 53.4748	32
 53.4752	31
 53.4756	39
 53.4760	34
 53.4764	20
 53.4768	26
 53.4772	21
 53.4776	21
 53.4780	18
 53.4784	13
 53.4788	19
 53.4792	21
 53.4796	21
 53.4800	12
 53.4804	15
 53.4808	20
 53.4812	19
 53.4816	11
 53.4820	16
 53.4824	6
 53.4828	13
 53.4832	6
 53.4836	7
 53.4840	12
 53.4844	13
 53.4848	13
 53.4852	7
 53.4856	9
 53.4860	7
 53.4864	8
 53.4868	11
 53.4872	7
 53.4876	5
 53.4880	4
 53.4884	4
 53.4888	4
 53.4892	2
 53.4896	6
 53.4900	3
 53.4904	9
 53.4908	6
 53.4912	8
 53.4916	6
 53.4920	6
 53.4924	4
 53.4928	6
 53.4932	1
 53.4936	4
 53.4940	4
 53.4944	5
 53.4948	4
 53.4952	5
 53.4956	7
 53.4960	2
 53.4964	8
 53.4968	11
 53.4972	5
 53.4976	6
 53.4980	7
 53.4984	3
 53.4988	9
 53.4992	6
 53.4996	9
 53.5000	5
 53.5004	4
 53.5008	14
 53.5012	9
 53.5016	3
 53.5020	8
 53.5024	8
 53.5028	10
 53.5032	9
 53.5036	14
 53.5040	9
 53.5044	12
 53.5048	6
 53.5052	17
 53.5056	11
 53.5060	11
 53.5064	12
 53.5068	21
 53.5072	21
 53.5076	15
 53.5080	26
 53.5084	19
 53.5088	24
 53.5092	32
 53.5096	25
 53.5100	41
 53.5104	42
 53.5108	50
 53.5112	46
 53.5116	68
 53.5120	62
 53.5124	88
 53.5128	117
 53.5132	133
 53.5136	128
 53.5140	138
 53.5144	176
 53.5148	204
 53.5152	232
 53.5156	283
 53.5160	315
 53.5164	307
 53.5168	357
 53.5172	368
 53.5176	399
 53.5180	402
 53.5184	412
 53.5188	443
 53.5192	429
 53.5196	433
 53.5200	400
 53.5204	462
 53.5208	399
 53.5212	410
 53.5216	353
 53.5220	384
 53.5224	397
 53.5228	368
 53.5232	357
 53.5236	304
 53.5240	356
 53.5244	299
 53.5248	328
 53.5252	325
 53.5256	299
 53.5260	296
 53.5264	290
 53.5268	280
 53.5272	300
 53.5276	258
 53.5280	263
 53.5284	258
 53.5288	246
 53.5292	225
 53.5296	226
 53.5300	237
 53.5304	198
 53.5308	209
 53.5312	170
 53.5316	200
 53.5320	152
 53.5324	131
 53.5328	141
 53.5332	133
 53.5336	141
 53.5340	119
 53.5344	92
 53.5348	72
 53.5352	77
 53.5356	74
 53.5360	73
 53.5364	40
 53.5368	49
 53.5372	40
 53.5376	47
 53.5380	28
 53.5384	27
 53.5388	22
 53.5392	23
 53.5396	18
 53.5400	24
 53.5404	15
 53.5408	13
 53.5412	25
 53.5416	21
 53.5420	16
 53.5424	12
 53.5428	16
 53.5432	13
 53.5436	12
 53.5440	11
 53.5444	5
 53.5448	6
 53.5452	6
 53.5456	7
 53.5460	9
 53.5464	6
 53.5468	10
 53.5472	8
 53.5476	9
 53.5480	5
 53.5484	11
 53.5488	3
 53.5492	4
 53.5496	3
 53.5500	4
 53.5504	4
 53.5508	5
 53.5512	6
 53.5516	3
 53.5520	7
 53.5524	9
 53.5528	1
 53.5532	3
 53.5536	7
 53.5540	7
 53.5544	3
 53.5548	9
 53.5552	5
 53.5556	7
 53.5560	6
 53.5564	4
 53.5568	5
 53.5572	3
 53.5576	4
 53.5580	3
 53.5584	3
 53.5588	0
 53.5592	6
 53.5596	1
 53.5600	3
 53.5604	6
 53.5608	4
 53.5612	4
 53.5616	1
 53.5620	2
 53.5624	3
 53.5628	0
 53.5632	2
 53.5636	3
 53.5640	7
 53.5644	3
 53.5648	2
 53.5652	4
 53.5656	4
 53.5660	4
 53.5664	2
 53.5668	4
 53.5672	3
 53.5676	1
 53.5680	1
 53.5684	0
 53.5688	1
 53.5692	3
 53.5696	3
 53.5700	3
 53.5704	3
 53.5708	3
 53.5712	2
 53.5716	2
 53.5720	3
 53.5724	1
 53.5728	1
 53.5732	0
 53.5736	2
 53.5740	2
 53.5744	0
 53.5748	4
 53.5752	1
 53.5756	2
 53.5760	0
 53.5764	0
 53.5768	0
 53.5772	0
 53.5776	2
 53.5780	2
 53.5784	0
 53.5788	3
 53.5792	1
 53.5796	0
 53.5800	3
 53.5804	2
 53.5808	0
 53.5812	1
 53.5816	2
 53.5820	0
 53.5824	3
 53.5828	1
 53.5832	0
 53.5836	0
 53.5840	1
 53.5844	1
 53.5848	1
 53.5852	1
 53.5856	1
 53.5860	0
 53.5864	3
 53.5868	2
 53.5872	2
 53.5876	1
 53.5880	1
 53.5884	2
 53.5888	2
 53.5892	1
 53.5896	2
 53.5900	0
 53.5904	5
 53.5908	1
 53.5912	1
 53.5916	0
 53.5920	1
 53.5924	1
 53.5928	0
 53.5932	1
 53.5936	0
 53.5940	0
 53.5944	2
 53.5948	5
 53.5952	1
 53.5956	0
 53.5960	1
 53.5964	1
 53.5968	1
 53.5972	1
 53.5976	0
 53.5980	0
 53.5984	0
 53.5988	0
 53.5992	2
 53.5996	0
 53.6000	0
 53.6004	0
 53.6008	2
 53.6012	1
 53.6016	1
 53.6020	0
 53.6024	1
 53.6028	1
 53.6032	1
 53.6036	0
 53.6040	1
 53.6044	0
 53.6048	2
 53.6052	1
 53.6056	2
 53.6060	2
 53.6064	3
 53.6068	1
 53.6072	0
 53.6076	0
 53.6080	2
 53.6084	3
 53.6088	0
 53.6092	0
 53.6096	0
 53.6100	0
 53.6104	2
 53.6108	0
 53.6112	0
